query_id,query_variant,source_dataset_id,source_title,query_text,query_topics,query_countries,query_time_collection_years,relevant_dataset_id,relevant_title,relevant_topic,relevant_country,relevant_time_collection_years
29,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA7759,"German Internet Panel, Wave 51 (January 2021)","Can you find datasets related to [[""Migration"", ""Physical fitness and exercise"", ""Specific diseases, disorders and medical conditions"", ""Government, political systems and organisations"", ""Political behaviour and attitudes"", ""Social welfare policy"", ""Specific social services: use and availability"", ""Employment""]] in [[""Germany""]] during the [2020s]?","[""Migration"", ""Physical fitness and exercise"", ""Specific diseases, disorders and medical conditions"", ""Government, political systems and organisations"", ""Political behaviour and attitudes"", ""Social welfare policy"", ""Specific social services: use and availability"", ""Employment""]","[""Germany""]","[""2021"", ""2021""]",ZA7759,"German Internet Panel, Wave 51 (January 2021)","[""Migration"", ""Physical fitness and exercise"", ""Specific diseases, disorders and medical conditions"", ""Government, political systems and organisations"", ""Political behaviour and attitudes"", ""Social welfare policy"", ""Specific social services: use and availability"", ""Employment""]","[""Germany""]","[""2021"", ""2021""]"
30,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA3300,Forsa-Bus 1992,"Can you find datasets related to [[""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections"", ""Economic systems and development""]] in [[""Germany""]] during the [1990s]?","[""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections"", ""Economic systems and development""]","[""Germany""]","[""1992"", ""1992""]",ZA2146,Flash Eurobarometer 10 (Managers),"[""Business/industrial management and organisation"", ""Economic systems and development""]","[""Belgium"", ""Germany"", ""Denmark"", ""France"", ""Greece"", ""Ireland"", ""Italy"", ""Luxembourg"", ""Netherlands"", ""Portugal"", ""Spain"", ""Great Britain""]","[""1992"", ""1992""]"
30,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA3300,Forsa-Bus 1992,"Can you find datasets related to [[""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections"", ""Economic systems and development""]] in [[""Germany""]] during the [1990s]?","[""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections"", ""Economic systems and development""]","[""Germany""]","[""1992"", ""1992""]",ZA3300,Forsa-Bus 1992,"[""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections"", ""Economic systems and development""]","[""Germany""]","[""1992"", ""1992""]"
31,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA8870,Flash Eurobarometer 550 (EU Challenges and Priorities),"Can you find datasets related to [[""International politics and organisations"", ""POLITICS"", ""Conflict, security and peace"", ""Political behaviour and attitudes"", ""Political ideology""]] in [[""Belgium"", ""Bulgaria"", ""Czech Republic"", ""Denmark"", ""Germany"", ""Estonia"", ""Ireland"", ""Greece"", ""Spain"", ""France"", ""Italy"", ""Cyprus"", ""Latvia"", ""Lithuania"", ""Luxembourg"", ""Hungary"", ""Malta"", ""Netherlands"", ""Austria"", ""Poland"", ""Portugal"", ""Romania"", ""Slovenia"", ""Slovakia"", ""Finland"", ""Sweden"", ""Croatia""]] during the [2020s]?","[""International politics and organisations"", ""POLITICS"", ""Conflict, security and peace"", ""Political behaviour and attitudes"", ""Political ideology""]","[""Belgium"", ""Bulgaria"", ""Czech Republic"", ""Denmark"", ""Germany"", ""Estonia"", ""Ireland"", ""Greece"", ""Spain"", ""France"", ""Italy"", ""Cyprus"", ""Latvia"", ""Lithuania"", ""Luxembourg"", ""Hungary"", ""Malta"", ""Netherlands"", ""Austria"", ""Poland"", ""Portugal"", ""Romania"", ""Slovenia"", ""Slovakia"", ""Finland"", ""Sweden"", ""Croatia""]","[""2024"", ""2024""]",ZA8870,Flash Eurobarometer 550 (EU Challenges and Priorities),"[""International politics and organisations"", ""POLITICS"", ""Conflict, security and peace"", ""Political behaviour and attitudes"", ""Political ideology""]","[""Belgium"", ""Bulgaria"", ""Czech Republic"", ""Denmark"", ""Germany"", ""Estonia"", ""Ireland"", ""Greece"", ""Spain"", ""France"", ""Italy"", ""Cyprus"", ""Latvia"", ""Lithuania"", ""Luxembourg"", ""Hungary"", ""Malta"", ""Netherlands"", ""Austria"", ""Poland"", ""Portugal"", ""Romania"", ""Slovenia"", ""Slovakia"", ""Finland"", ""Sweden"", ""Croatia""]","[""2024"", ""2024""]"
31,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA8870,Flash Eurobarometer 550 (EU Challenges and Priorities),"Can you find datasets related to [[""International politics and organisations"", ""POLITICS"", ""Conflict, security and peace"", ""Political behaviour and attitudes"", ""Political ideology""]] in [[""Belgium"", ""Bulgaria"", ""Czech Republic"", ""Denmark"", ""Germany"", ""Estonia"", ""Ireland"", ""Greece"", ""Spain"", ""France"", ""Italy"", ""Cyprus"", ""Latvia"", ""Lithuania"", ""Luxembourg"", ""Hungary"", ""Malta"", ""Netherlands"", ""Austria"", ""Poland"", ""Portugal"", ""Romania"", ""Slovenia"", ""Slovakia"", ""Finland"", ""Sweden"", ""Croatia""]] during the [2020s]?","[""International politics and organisations"", ""POLITICS"", ""Conflict, security and peace"", ""Political behaviour and attitudes"", ""Political ideology""]","[""Belgium"", ""Bulgaria"", ""Czech Republic"", ""Denmark"", ""Germany"", ""Estonia"", ""Ireland"", ""Greece"", ""Spain"", ""France"", ""Italy"", ""Cyprus"", ""Latvia"", ""Lithuania"", ""Luxembourg"", ""Hungary"", ""Malta"", ""Netherlands"", ""Austria"", ""Poland"", ""Portugal"", ""Romania"", ""Slovenia"", ""Slovakia"", ""Finland"", ""Sweden"", ""Croatia""]","[""2024"", ""2024""]",ZA8996,The Berlin Pulse - German Foreign Policy 2024,"[""Conflict, security and peace"", ""International politics and organisations"", ""Political behaviour and attitudes""]","[""Germany""]","[""2024"", ""2024""]"
31,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA8870,Flash Eurobarometer 550 (EU Challenges and Priorities),"Can you find datasets related to [[""International politics and organisations"", ""POLITICS"", ""Conflict, security and peace"", ""Political behaviour and attitudes"", ""Political ideology""]] in [[""Belgium"", ""Bulgaria"", ""Czech Republic"", ""Denmark"", ""Germany"", ""Estonia"", ""Ireland"", ""Greece"", ""Spain"", ""France"", ""Italy"", ""Cyprus"", ""Latvia"", ""Lithuania"", ""Luxembourg"", ""Hungary"", ""Malta"", ""Netherlands"", ""Austria"", ""Poland"", ""Portugal"", ""Romania"", ""Slovenia"", ""Slovakia"", ""Finland"", ""Sweden"", ""Croatia""]] during the [2020s]?","[""International politics and organisations"", ""POLITICS"", ""Conflict, security and peace"", ""Political behaviour and attitudes"", ""Political ideology""]","[""Belgium"", ""Bulgaria"", ""Czech Republic"", ""Denmark"", ""Germany"", ""Estonia"", ""Ireland"", ""Greece"", ""Spain"", ""France"", ""Italy"", ""Cyprus"", ""Latvia"", ""Lithuania"", ""Luxembourg"", ""Hungary"", ""Malta"", ""Netherlands"", ""Austria"", ""Poland"", ""Portugal"", ""Romania"", ""Slovenia"", ""Slovakia"", ""Finland"", ""Sweden"", ""Croatia""]","[""2024"", ""2024""]",ZA8738,Crisis Monitor (Week 8/2024),"[""Government, political systems and organisations"", ""Political behaviour and attitudes"", ""Political ideology""]","[""Germany""]","[""2024"", ""2024""]"
31,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA8870,Flash Eurobarometer 550 (EU Challenges and Priorities),"Can you find datasets related to [[""International politics and organisations"", ""POLITICS"", ""Conflict, security and peace"", ""Political behaviour and attitudes"", ""Political ideology""]] in [[""Belgium"", ""Bulgaria"", ""Czech Republic"", ""Denmark"", ""Germany"", ""Estonia"", ""Ireland"", ""Greece"", ""Spain"", ""France"", ""Italy"", ""Cyprus"", ""Latvia"", ""Lithuania"", ""Luxembourg"", ""Hungary"", ""Malta"", ""Netherlands"", ""Austria"", ""Poland"", ""Portugal"", ""Romania"", ""Slovenia"", ""Slovakia"", ""Finland"", ""Sweden"", ""Croatia""]] during the [2020s]?","[""International politics and organisations"", ""POLITICS"", ""Conflict, security and peace"", ""Political behaviour and attitudes"", ""Political ideology""]","[""Belgium"", ""Bulgaria"", ""Czech Republic"", ""Denmark"", ""Germany"", ""Estonia"", ""Ireland"", ""Greece"", ""Spain"", ""France"", ""Italy"", ""Cyprus"", ""Latvia"", ""Lithuania"", ""Luxembourg"", ""Hungary"", ""Malta"", ""Netherlands"", ""Austria"", ""Poland"", ""Portugal"", ""Romania"", ""Slovenia"", ""Slovakia"", ""Finland"", ""Sweden"", ""Croatia""]","[""2024"", ""2024""]",ZA8737,Social and Political Attitudes 2024 (Cumulated Data Set),"[""Government, political systems and organisations"", ""International politics and organisations"", ""Political behaviour and attitudes""]","[""Germany""]","[""2024"", ""2024""]"
32,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA2326,Situation Report Medium-Sized Companies 1991/20,"Can you find datasets related to [[""Business/industrial management and organisation""]] in [[""Rhineland-Palatinate"", ""North Rhine-Westphalia""]] during the [1990s]?","[""Business/industrial management and organisation""]","[""Rhineland-Palatinate"", ""North Rhine-Westphalia""]","[""1992"", ""1992""]",ZA2326,Situation Report Medium-Sized Companies 1991/20,"[""Business/industrial management and organisation""]","[""Rhineland-Palatinate"", ""North Rhine-Westphalia""]","[""1992"", ""1992""]"
33,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA4914,Spring Study 1998,"Can you find datasets related to [[""Social behaviour and attitudes"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections""]] in [[""Germany""]] during the [1990s]?","[""Social behaviour and attitudes"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections""]","[""Germany""]","[""1998"", ""1998""]",ZA4914,Spring Study 1998,"[""Social behaviour and attitudes"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections""]","[""Germany""]","[""1998"", ""1998""]"
34,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA8996,The Berlin Pulse - German Foreign Policy 2024,"Can you find datasets related to [[""Conflict, security and peace"", ""International politics and organisations"", ""Political behaviour and attitudes""]] in [[""Germany""]] during the [2020s]?","[""Conflict, security and peace"", ""International politics and organisations"", ""Political behaviour and attitudes""]","[""Germany""]","[""2024"", ""2024""]",ZA8870,Flash Eurobarometer 550 (EU Challenges and Priorities),"[""International politics and organisations"", ""POLITICS"", ""Conflict, security and peace"", ""Political behaviour and attitudes"", ""Political ideology""]","[""Belgium"", ""Bulgaria"", ""Czech Republic"", ""Denmark"", ""Germany"", ""Estonia"", ""Ireland"", ""Greece"", ""Spain"", ""France"", ""Italy"", ""Cyprus"", ""Latvia"", ""Lithuania"", ""Luxembourg"", ""Hungary"", ""Malta"", ""Netherlands"", ""Austria"", ""Poland"", ""Portugal"", ""Romania"", ""Slovenia"", ""Slovakia"", ""Finland"", ""Sweden"", ""Croatia""]","[""2024"", ""2024""]"
34,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA8996,The Berlin Pulse - German Foreign Policy 2024,"Can you find datasets related to [[""Conflict, security and peace"", ""International politics and organisations"", ""Political behaviour and attitudes""]] in [[""Germany""]] during the [2020s]?","[""Conflict, security and peace"", ""International politics and organisations"", ""Political behaviour and attitudes""]","[""Germany""]","[""2024"", ""2024""]",ZA8996,The Berlin Pulse - German Foreign Policy 2024,"[""Conflict, security and peace"", ""International politics and organisations"", ""Political behaviour and attitudes""]","[""Germany""]","[""2024"", ""2024""]"
34,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA8996,The Berlin Pulse - German Foreign Policy 2024,"Can you find datasets related to [[""Conflict, security and peace"", ""International politics and organisations"", ""Political behaviour and attitudes""]] in [[""Germany""]] during the [2020s]?","[""Conflict, security and peace"", ""International politics and organisations"", ""Political behaviour and attitudes""]","[""Germany""]","[""2024"", ""2024""]",ZA8738,Crisis Monitor (Week 8/2024),"[""Government, political systems and organisations"", ""Political behaviour and attitudes"", ""Political ideology""]","[""Germany""]","[""2024"", ""2024""]"
34,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA8996,The Berlin Pulse - German Foreign Policy 2024,"Can you find datasets related to [[""Conflict, security and peace"", ""International politics and organisations"", ""Political behaviour and attitudes""]] in [[""Germany""]] during the [2020s]?","[""Conflict, security and peace"", ""International politics and organisations"", ""Political behaviour and attitudes""]","[""Germany""]","[""2024"", ""2024""]",ZA8737,Social and Political Attitudes 2024 (Cumulated Data Set),"[""Government, political systems and organisations"", ""International politics and organisations"", ""Political behaviour and attitudes""]","[""Germany""]","[""2024"", ""2024""]"
35,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA1376,Youth Industrial Health and Safety in Practice in Hesse from the Perspective of Young People,"Can you find datasets related to [[""Working conditions"", ""Vocational education and training"", ""Occupational health""]] in [[""Hesse""]] during the [1980s]?","[""Working conditions"", ""Vocational education and training"", ""Occupational health""]","[""Hesse""]","[""1983"", ""1984""]",ZA1376,Youth Industrial Health and Safety in Practice in Hesse from the Perspective of Young People,"[""Working conditions"", ""Vocational education and training"", ""Occupational health""]","[""Hesse""]","[""1983"", ""1984""]"
36,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA7746,"German Business Panel, Covid-19 Survey (2020/2021). Data file for on-site use","Can you find datasets related to [[""Economic conditions and indicators"", ""Economic policy, public expenditure and revenue"", ""TRADE, INDUSTRY AND MARKETS"", ""Business/industrial management and organisation""]] in [[""Germany""]] during the [2020s]?","[""Economic conditions and indicators"", ""Economic policy, public expenditure and revenue"", ""TRADE, INDUSTRY AND MARKETS"", ""Business/industrial management and organisation""]","[""Germany""]","[""2020"", ""2021""]",ZA7746,"German Business Panel, Covid-19 Survey (2020/2021). Data file for on-site use","[""Economic conditions and indicators"", ""Economic policy,  public expenditure and revenue"", ""TRADE, INDUSTRY AND MARKETS"", ""Business/industrial management and organisation""]","[""Germany""]","[""2020"", ""2021""]"
37,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA8614,histat - data compilation online: Wages and Salaries (Indices) in Germany 1913/14 - 2006,"Can you find datasets related to [[""HISTORY"", ""Income, property and investment/saving""]] in [[""Germany""]] during the [1910s and 1920s and 1930s and 1940s and 1950s and 1960s and 1970s and 1980s and 1990s and 2000s]?","[""HISTORY"", ""Income, property and investment/saving""]","[""Germany""]","[""1913"", ""2006""]",ZA8194,Social Change and Violent Crime,"[""HISTORY""]","[""Germany"", ""England"", ""Sweden"", ""United States of America""]","[""1950"", ""2004""]"
37,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA8614,histat - data compilation online: Wages and Salaries (Indices) in Germany 1913/14 - 2006,"Can you find datasets related to [[""HISTORY"", ""Income, property and investment/saving""]] in [[""Germany""]] during the [1910s and 1920s and 1930s and 1940s and 1950s and 1960s and 1970s and 1980s and 1990s and 2000s]?","[""HISTORY"", ""Income, property and investment/saving""]","[""Germany""]","[""1913"", ""2006""]",ZA8614,histat - data compilation online: Wages and Salaries (Indices) in Germany 1913/14 - 2006,"[""HISTORY"", ""Income, property and investment/saving""]","[""Germany""]","[""1913"", ""2006""]"
37,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA8614,histat - data compilation online: Wages and Salaries (Indices) in Germany 1913/14 - 2006,"Can you find datasets related to [[""HISTORY"", ""Income, property and investment/saving""]] in [[""Germany""]] during the [1910s and 1920s and 1930s and 1940s and 1950s and 1960s and 1970s and 1980s and 1990s and 2000s]?","[""HISTORY"", ""Income, property and investment/saving""]","[""Germany""]","[""1913"", ""2006""]",ZA8202,Universities in the Federal Republic of Germany 1949-2001,"[""HISTORY""]","[""Germany""]","[""1949"", ""2001""]"
37,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA8614,histat - data compilation online: Wages and Salaries (Indices) in Germany 1913/14 - 2006,"Can you find datasets related to [[""HISTORY"", ""Income, property and investment/saving""]] in [[""Germany""]] during the [1910s and 1920s and 1930s and 1940s and 1950s and 1960s and 1970s and 1980s and 1990s and 2000s]?","[""HISTORY"", ""Income, property and investment/saving""]","[""Germany""]","[""1913"", ""2006""]",ZA8256,The Growth of the German Economy since the Middle of the 19th Century. Chapter: Population and Employment,"[""HISTORY""]","[""Historical German lands (-1871)"", ""German Reich (1871-1945)"", ""Germany"", """"]","[""1850"", ""1959""]"
38,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA4456,Flash Eurobarometer 197 (Satisfaction with EC Representations in 11 Member States),"Can you find datasets related to [[""International politics and organisations"", ""Political behaviour and attitudes""]] in [[""Denmark"", ""Germany"", ""Spain"", ""France"", ""Ireland"", ""Italy"", ""Portugal"", ""United Kingdom"", ""Estonia"", ""Hungary"", ""Slovenia""]] during the [2000s]?","[""International politics and organisations"", ""Political behaviour and attitudes""]","[""Denmark"", ""Germany"", ""Spain"", ""France"", ""Ireland"", ""Italy"", ""Portugal"", ""United Kingdom"", ""Estonia"", ""Hungary"", ""Slovenia""]","[""2006"", ""2006""]",ZA4456,Flash Eurobarometer 197 (Satisfaction with EC Representations in 11 Member States),"[""International politics and organisations"", ""Political behaviour and attitudes""]","[""Denmark"", ""Germany"", ""Spain"", ""France"", ""Ireland"", ""Italy"", ""Portugal"", ""United Kingdom"", ""Estonia"", ""Hungary"", ""Slovenia""]","[""2006"", ""2006""]"
39,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA5273,German General Social Survey - ALLBUScompact 2018,"Can you find datasets related to [[""Economic conditions and indicators"", ""Information society"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Equality, inequality and social exclusion"", ""Cultural and national identity"", ""Social behaviour and attitudes"", ""Religion and values""]] in [[""Germany""]] during the [2010s]?","[""Economic conditions and indicators"", ""Information society"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Equality, inequality and social exclusion"", ""Cultural and national identity"", ""Social behaviour and attitudes"", ""Religion and values""]","[""Germany""]","[""2018"", ""2018""]",ZA6262,Future Plans of Young People at Special Schools of Emotional and Social Development,"[""Youth"", ""EDUCATION"", ""Higher and further education"", ""Migration"", ""Social behaviour and attitudes"", ""Leisure, tourism and sport"", ""Children"", ""Family life and marriage""]","[""Germany""]","[""2017"", ""2019""]"
39,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA5273,German General Social Survey - ALLBUScompact 2018,"Can you find datasets related to [[""Economic conditions and indicators"", ""Information society"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Equality, inequality and social exclusion"", ""Cultural and national identity"", ""Social behaviour and attitudes"", ""Religion and values""]] in [[""Germany""]] during the [2010s]?","[""Economic conditions and indicators"", ""Information society"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Equality, inequality and social exclusion"", ""Cultural and national identity"", ""Social behaviour and attitudes"", ""Religion and values""]","[""Germany""]","[""2018"", ""2018""]",ZA5273,German General Social Survey - ALLBUScompact 2018,"[""Economic conditions and indicators"", ""Information society"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Equality, inequality and social exclusion"", ""Cultural and national identity"", ""Social behaviour and attitudes"", ""Religion and values""]","[""Germany""]","[""2018"", ""2018""]"
40,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA6342,Foreigners in Eastern Germany 1990,"Can you find datasets related to [[""Employment"", ""Migration"", ""Cultural activities and participation"", ""Equality, inequality and social exclusion"", ""Economic conditions and indicators""]] in [[""German Democratic Republic (1949-1990)""]] during the [1990s]?","[""Employment"", ""Migration"", ""Cultural activities and participation"", ""Equality, inequality and social exclusion"", ""Economic conditions and indicators""]","[""German Democratic Republic (1949-1990)""]","[""1990"", ""1990""]",ZA6342,Foreigners in Eastern Germany 1990,"[""Employment"", ""Migration"", ""Cultural activities and participation"", ""Equality, inequality and social exclusion"", ""Economic conditions and indicators""]","[""German Democratic Republic (1949-1990)""]","[""1990"", ""1990""]"
41,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,SDN-10.7802-2822,Monitor Digitalisierung 360° - WiSe 2023/24,"Can you find datasets related to [[""university"", ""university policy"", ""digitalization"", ""artificial intelligence"", ""university research""]] in [[""Germany""]] during the [2020s]?","[""university"", ""university policy"", ""digitalization"", ""artificial intelligence"", ""university research""]","[""Germany""]","[""2023"", ""2024""]",SDN-10.7802-2822,Monitor Digitalisierung 360° - WiSe 2023/24,"[""university"", ""university policy"", ""digitalization"", ""artificial intelligence"", ""university research""]","[""Germany""]","[""2023"", ""2024""]"
42,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA0265,"Reader Analysis of the Mannesmann Company Magazine, UNSER WERKTAG","Can you find datasets related to [[""Business/industrial management and organisation"", ""Media""]] in [[""Germany""]] during the [1960s]?","[""Business/industrial management and organisation"", ""Media""]","[""Germany""]","[""1967"", ""1967""]",ZA0265,"Reader Analysis of the Mannesmann Company Magazine, UNSER WERKTAG","[""Business/industrial management and organisation"", ""Media""]","[""Germany""]","[""1967"", ""1967""]"
43,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA2546,Election Study 1994: Politbarometer West 1994 (Trend Investigations),"Can you find datasets related to [[""Social behaviour and attitudes"", ""Crime and law enforcement"", ""International politics and organisations"", ""Conflict, security and peace"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections"", ""Economic conditions and indicators"", ""Economic policy, public expenditure and revenue"", ""Economic systems and development""]] in [[""Berlin"", ""Baden-Württemberg"", ""Bavaria"", ""Bremen"", ""Hesse"", ""Hamburg"", ""Lower Saxony"", ""North Rhine-Westphalia"", ""Rhineland-Palatinate"", ""Saarland"", ""Schleswig-Holstein""]] during the [1990s]?","[""Social behaviour and attitudes"", ""Crime and law enforcement"", ""International politics and organisations"", ""Conflict, security and peace"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections"", ""Economic conditions and indicators"", ""Economic policy, public expenditure and revenue"", ""Economic systems and development""]","[""Berlin"", ""Baden-Württemberg"", ""Bavaria"", ""Bremen"", ""Hesse"", ""Hamburg"", ""Lower Saxony"", ""North Rhine-Westphalia"", ""Rhineland-Palatinate"", ""Saarland"", ""Schleswig-Holstein""]","[""1994"", ""1994""]",ZA2546,Election Study 1994: Politbarometer West 1994 (Trend Investigations),"[""Social behaviour and attitudes"", ""Crime and law enforcement"", ""International politics and organisations"", ""Conflict, security and peace"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections"", ""Economic conditions and indicators"", ""Economic policy,  public expenditure and revenue"", ""Economic systems and development""]","[""Berlin"", ""Baden-Württemberg"", ""Bavaria"", ""Bremen"", ""Hesse"", ""Hamburg"", ""Lower Saxony"", ""North Rhine-Westphalia"", ""Rhineland-Palatinate"", ""Saarland"", ""Schleswig-Holstein""]","[""1994"", ""1994""]"
44,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA8202,Universities in the Federal Republic of Germany 1949-2001,"Can you find datasets related to [[""HISTORY""]] in [[""Germany""]] during the [1940s and 1950s and 1960s and 1970s and 1980s and 1990s and 2000s]?","[""HISTORY""]","[""Germany""]","[""1949"", ""2001""]",ZA8194,Social Change and Violent Crime,"[""HISTORY""]","[""Germany"", ""England"", ""Sweden"", ""United States of America""]","[""1950"", ""2004""]"
44,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA8202,Universities in the Federal Republic of Germany 1949-2001,"Can you find datasets related to [[""HISTORY""]] in [[""Germany""]] during the [1940s and 1950s and 1960s and 1970s and 1980s and 1990s and 2000s]?","[""HISTORY""]","[""Germany""]","[""1949"", ""2001""]",ZA8614,histat - data compilation online: Wages and Salaries (Indices) in Germany 1913/14 - 2006,"[""HISTORY"", ""Income, property and investment/saving""]","[""Germany""]","[""1913"", ""2006""]"
44,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA8202,Universities in the Federal Republic of Germany 1949-2001,"Can you find datasets related to [[""HISTORY""]] in [[""Germany""]] during the [1940s and 1950s and 1960s and 1970s and 1980s and 1990s and 2000s]?","[""HISTORY""]","[""Germany""]","[""1949"", ""2001""]",ZA8202,Universities in the Federal Republic of Germany 1949-2001,"[""HISTORY""]","[""Germany""]","[""1949"", ""2001""]"
44,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA8202,Universities in the Federal Republic of Germany 1949-2001,"Can you find datasets related to [[""HISTORY""]] in [[""Germany""]] during the [1940s and 1950s and 1960s and 1970s and 1980s and 1990s and 2000s]?","[""HISTORY""]","[""Germany""]","[""1949"", ""2001""]",ZA8256,The Growth of the German Economy since the Middle of the 19th Century. Chapter: Population and Employment,"[""HISTORY""]","[""Historical German lands (-1871)"", ""German Reich (1871-1945)"", ""Germany"", """"]","[""1850"", ""1959""]"
45,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA8256,The Growth of the German Economy since the Middle of the 19th Century. Chapter: Population and Employment,"Can you find datasets related to [[""HISTORY""]] in [[""Historical German lands (-1871)"", ""German Reich (1871-1945)"", ""Germany""]] during the [1850s and 1860s and 1870s and 1880s and 1890s and 1900s and 1910s and 1920s and 1930s and 1940s and 1950s]?","[""HISTORY""]","[""Historical German lands (-1871)"", ""German Reich (1871-1945)"", ""Germany""]","[""1850"", ""1959""]",ZA8194,Social Change and Violent Crime,"[""HISTORY""]","[""Germany"", ""England"", ""Sweden"", ""United States of America""]","[""1950"", ""2004""]"
45,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA8256,The Growth of the German Economy since the Middle of the 19th Century. Chapter: Population and Employment,"Can you find datasets related to [[""HISTORY""]] in [[""Historical German lands (-1871)"", ""German Reich (1871-1945)"", ""Germany""]] during the [1850s and 1860s and 1870s and 1880s and 1890s and 1900s and 1910s and 1920s and 1930s and 1940s and 1950s]?","[""HISTORY""]","[""Historical German lands (-1871)"", ""German Reich (1871-1945)"", ""Germany""]","[""1850"", ""1959""]",ZA8423,Labour market policy in the German Empire.,"[""HISTORY""]","[""German Reich (1871-1945)""]","[""1904"", ""1928""]"
45,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA8256,The Growth of the German Economy since the Middle of the 19th Century. Chapter: Population and Employment,"Can you find datasets related to [[""HISTORY""]] in [[""Historical German lands (-1871)"", ""German Reich (1871-1945)"", ""Germany""]] during the [1850s and 1860s and 1870s and 1880s and 1890s and 1900s and 1910s and 1920s and 1930s and 1940s and 1950s]?","[""HISTORY""]","[""Historical German lands (-1871)"", ""German Reich (1871-1945)"", ""Germany""]","[""1850"", ""1959""]",ZA8286,"The CFS’s (Center for Financial Studies) historical money and capital market data base, Germany 1871 to 1914.","[""HISTORY""]","[""German Reich (1871-1945)""]","[""1871"", ""1914""]"
45,V1_TOPIC_COUNTRY_TIME_ALL_TOPICS,ZA8256,The Growth of the German Economy since the Middle of the 19th Century. Chapter: Population and Employment,"Can you find datasets related to [[""HISTORY""]] in [[""Historical German lands (-1871)"", ""German Reich (1871-1945)"", ""Germany""]] during the [1850s and 1860s and 1870s and 1880s and 1890s and 1900s and 1910s and 1920s and 1930s and 1940s and 1950s]?","[""HISTORY""]","[""Historical German lands (-1871)"", ""German Reich (1871-1945)"", ""Germany""]","[""1850"", ""1959""]",ZA8614,histat - data compilation online: Wages and Salaries (Indices) in Germany 1913/14 - 2006,"[""HISTORY"", ""Income, property and investment/saving""]","[""Germany""]","[""1913"", ""2006""]"
