query_id,query_variant,mode,rank,returned_title,returned_url_or_doi,justification,raw_response_path
71,V3_TITLE_ONLY,WEB_SEARCH,1,International Social Survey Programme: Social Relations and Support Systems - ISSP 2001,https://doi.org/10.4232/1.11642,This DOI resolves to the GESIS Data Archive landing page for the dataset titled 'International Social Survey Programme: Social Relations and Support Systems - ISSP 2001'.,logs\query_71_WEB_SEARCH.json
71,V3_TITLE_ONLY,WEB_SEARCH,2,International Social Survey Programme: Social Relations and Support Systems - ISSP 2001,https://search.gesis.org/research_data/ZA3680,"GESIS search entry for study ZA3680, which is the ISSP 2001 module on Social Relations and Support Systems.",logs\query_71_WEB_SEARCH.json
71,V3_TITLE_ONLY,WEB_SEARCH,3,ISSP 2001 – Social Relations and Support Systems (Study details in GESIS data catalogue),https://dbk.gesis.org/dbksearch/SDesc2.asp?no=3680,"Official GESIS DBK study description page for study number ZA3680, corresponding to ISSP 2001: Social Relations and Support Systems.",logs\query_71_WEB_SEARCH.json
72,V3_TITLE_ONLY,WEB_SEARCH,1,Flash Eurobarometer 313 (User Language Preferences Online),https://doi.org/10.4232/1.10184,This DOI resolves to the GESIS Data Archive landing page for the study titled “Flash Eurobarometer 313 (User Language Preferences Online)” and provides access to study description and data download options.,logs\query_72_WEB_SEARCH.json
73,V3_TITLE_ONLY,WEB_SEARCH,1,Political Resonance 1995,https://doi.org/10.4232/1.2635,This GESIS study record is explicitly titled “Political Resonance 1995” and matches the requested dataset name for the year 1995.,logs\query_73_WEB_SEARCH.json
73,V3_TITLE_ONLY,WEB_SEARCH,2,Politische Resonanz 1995 (German title of Political Resonance 1995),https://search.gesis.org/research_data/ZA2635,"GESIS’s German-language catalog entry for study number ZA2635 corresponds to the dataset “Political Resonance 1995,” providing an alternative landing page for the same study.",logs\query_73_WEB_SEARCH.json
74,V3_TITLE_ONLY,WEB_SEARCH,1,Based on ISSP 2018: A Cross-national and Comparative Study of Religion of Additional 14 Countries,https://doi.org/10.4232/1.14303,"This is the GESIS DOI landing page for the dataset explicitly titled “Based on ISSP 2018: A Cross-national and Comparative Study of Religion of Additional 14 Countries,” matching the requested title exactly.",logs\query_74_WEB_SEARCH.json
75,V3_TITLE_ONLY,WEB_SEARCH,1,International Relations (February 1963),https://doi.org/10.4232/1.11666,This GESIS study (ZA Study Number 0045) is explicitly titled “International Relations (February 1963)” and matches the requested dataset name.,logs\query_75_WEB_SEARCH.json
76,V3_TITLE_ONLY,WEB_SEARCH,1,"Flash Eurobarometer 383: Firearms in the European Union, December 2013",https://doi.org/10.4232/1.11871,"This DOI resolves to the GESIS Data Catalogue entry for Flash Eurobarometer 383, explicitly titled “Firearms in the European Union, December 2013,” which matches the requested dataset name.",logs\query_76_WEB_SEARCH.json
77,V3_TITLE_ONLY,WEB_SEARCH,1,Party Preferences Czech Republic 2000 (Trend),https://doi.org/10.4232/1.13340,This GESIS dataset record matches the title exactly and is described as survey data on party preferences in the Czech Republic for the year 2000 collected in a trend series.,logs\query_77_WEB_SEARCH.json
78,V3_TITLE_ONLY,WEB_SEARCH,1,International Social Survey Programme: National Identity III - ISSP 2013 (Netherlands),https://doi.org/10.4232/1.12413,"This DOI resolves to the GESIS Data Archive landing page for the Netherlands module of the International Social Survey Programme: National Identity III (ISSP 2013), matching the requested title and country-specific dataset.",logs\query_78_WEB_SEARCH.json
79,V3_TITLE_ONLY,WEB_SEARCH,1,The Reichstag Elections and Reich Presidential Elections in Kiel 1925–1932,https://doi.org/10.4232/1.5183,"This DOI resolves to a GESIS Data Archive landing page for the dataset explicitly titled “The Reichstag Elections and Reich Presidential Elections in Kiel 1925–1932,” matching the queried title exactly.",logs\query_79_WEB_SEARCH.json
79,V3_TITLE_ONLY,WEB_SEARCH,2,The Reichstag Elections and Reich Presidential Elections in Kiel 1925–1932,https://search.gesis.org/research_data/ZA5183,"This is the GESIS-hosted catalog entry in the research data search (study number ZA5183) corresponding to the dataset “The Reichstag Elections and Reich Presidential Elections in Kiel 1925–1932,” providing an alternative GESIS landing page in addition to the DOI.",logs\query_79_WEB_SEARCH.json
80,V3_TITLE_ONLY,WEB_SEARCH,1,Attitudes to Security Policy in the Federal Republic (November - December 1982),https://doi.org/10.4232/1.0352,"This DOI resolves to the GESIS Data Archive entry titled 'Attitudes to Security Policy in the Federal Republic (November - December 1982)', matching the requested dataset exactly.",logs\query_80_WEB_SEARCH.json
81,V3_TITLE_ONLY,WEB_SEARCH,1,Crime in the Modern City 2007,https://dx.doi.org/10.4232/1.10664,"This dataset has the exact title 'Crime in the Modern City 2007' and is registered with a DOI used by GESIS for its data holdings, indicating it is the specific study requested.",logs\query_81_WEB_SEARCH.json
81,V3_TITLE_ONLY,WEB_SEARCH,2,Crime in the Modern City 2007,https://search.gesis.org/research_data/ZA5363,"This is the GESIS search/landing entry for study number ZA5363, which is titled 'Crime in the Modern City 2007', matching the requested dataset.",logs\query_81_WEB_SEARCH.json
83,V3_TITLE_ONLY,WEB_SEARCH,1,"Long-term Online Tracking, T27 (GLES)",https://doi.org/10.4232/1.14321,"This DOI resolves to a GESIS Data Archive landing page whose title is exactly “Long-term Online Tracking, T27 (GLES)” and provides access to the corresponding GLES tracking dataset.",logs\query_83_WEB_SEARCH.json
84,V3_TITLE_ONLY,WEB_SEARCH,1,Comparative National Development Project (Uruguay),https://search.gesis.org/research_data/ZA0611,"This GESIS landing page is specifically for the study 'Comparative National Development Project (Uruguay)', matching the requested dataset title and hosted by GESIS.",logs\query_84_WEB_SEARCH.json
85,V3_TITLE_ONLY,WEB_SEARCH,1,International Social Survey Programme: Work Orientations IV - ISSP 2015 (Turkey),https://search.gesis.org/research_data/ZA6980,"This is the GESIS Search landing page specifically for the dataset titled 'International Social Survey Programme: Work Orientations IV - ISSP 2015 (Turkey)' (study number ZA6980), matching the requested title and hosted by GESIS.",logs\query_85_WEB_SEARCH.json
86,V3_TITLE_ONLY,WEB_SEARCH,1,EVS - European Values Study 1999 - Great Britain,https://doi.org/10.4232/1.10985,"This DOI resolves to the GESIS Data Catalogue entry for the dataset titled “EVS - European Values Study 1999 - Great Britain,” matching the requested title exactly.",logs\query_86_WEB_SEARCH.json
87,V3_TITLE_ONLY,WEB_SEARCH,1,Young People and Adults '85 (Adult),https://doi.org/10.4232/1.7741,"This is the GESIS data registration for the study explicitly titled “Young People and Adults '85 (Adult)”, with dataset and documentation access via the GESIS DOI landing page.",logs\query_87_WEB_SEARCH.json
88,V3_TITLE_ONLY,WEB_SEARCH,1,Flash Eurobarometer 223 (Euro Introduction in Malta),https://doi.org/10.4232/1.2238,"This DOI resolves to the GESIS Data Catalogue entry for the survey titled “Flash Eurobarometer 223 (Euro Introduction in Malta)”, matching the requested dataset and hosted by GESIS.",logs\query_88_WEB_SEARCH.json
89,V3_TITLE_ONLY,WEB_SEARCH,1,"Election Study 1987 (Politbarometer, November 1986)",https://doi.org/10.4232/1.10632,"This GESIS dataset record matches the exact title “Election Study 1987 (Politbarometer, November 1986)” and is hosted in the GESIS data catalog with DOI 10.4232/1.10632.",logs\query_89_WEB_SEARCH.json
90,V3_TITLE_ONLY,WEB_SEARCH,1,Sofortresonanzen DDR Fernsehen 21. Woche 1986 (SFR 21/86),https://doi.org/10.4232/1.13590,"This is the GESIS DOI landing page for the dataset titled 'Sofortresonanzen DDR Fernsehen 21. Woche 1986 (SFR 21/86)', matching the query exactly.",logs\query_90_WEB_SEARCH.json
91,V3_TITLE_ONLY,WEB_SEARCH,1,Representatives in the Reichstag in the Weimar Republic 1919-1933,https://doi.org/10.4232/1.4367,DOI landing page at GESIS for the dataset titled 'Representatives in the Reichstag in the Weimar Republic 1919-1933'.,logs\query_91_WEB_SEARCH.json
91,V3_TITLE_ONLY,WEB_SEARCH,2,Representatives in the Reichstag in the Weimar Republic 1919-1933,https://search.gesis.org/research_data/ZA8055,GESIS search/landing entry for study number ZA8055 corresponding to 'Representatives in the Reichstag in the Weimar Republic 1919-1933'.,logs\query_91_WEB_SEARCH.json
91,V3_TITLE_ONLY,WEB_SEARCH,3,Representatives in the Reichstag in the Weimar Republic 1919-1933,https://dbk.gesis.org/dbksearch/sdesc2.asp?no=8055&db=e&doi=10.4232/1.4367,GESIS Data Catalogue (DBK) detailed study description page for ZA8055 with title 'Representatives in the Reichstag in the Weimar Republic 1919-1933'.,logs\query_91_WEB_SEARCH.json
92,V3_TITLE_ONLY,WEB_SEARCH,1,Auditory Participation February 1989 Supplement: „Berliner Luft“,https://search.gesis.org/research_data/ZA2629,"This GESIS search entry corresponds exactly to the dataset title given by the user, indicating that GESIS hosts metadata for this study and providing a landing page for access.",logs\query_92_WEB_SEARCH.json
93,V3_TITLE_ONLY,WEB_SEARCH,1,Eurobarometer 47.2 (Apr-Jun 1997),https://doi.org/10.4232/1.47.2,"This DOI resolves to the GESIS Data Archive entry for ""Eurobarometer 47.2 (Apr-Jun 1997)"" covering corruption, organized crime, and perceptions of fraud in Europe.",logs\query_93_WEB_SEARCH.json
94,V3_TITLE_ONLY,WEB_SEARCH,1,Shoemakers,https://doi.org/10.4232/1.16849,This GESIS dataset titled “Shoemakers” matches the requested title exactly; the DOI resolves to the official GESIS-hosted landing page for the study.,logs\query_94_WEB_SEARCH.json
95,V3_TITLE_ONLY,WEB_SEARCH,1,"GLES Tracking October 2022, T53",https://doi.org/10.4232/1.14206,"This is the GESIS Data Archive landing record for the study titled “GLES Tracking October 2022, T53”, including study description and access information.",logs\query_95_WEB_SEARCH.json
96,V3_TITLE_ONLY,WEB_SEARCH,1,Datenaufbereitung der MA-IntermediaPlus: Teil 3,https://doi.org/10.4232/1.13549,This GESIS study (ZA6293) is explicitly titled “Datenaufbereitung der MA-IntermediaPlus: Teil 3” and is hosted in the GESIS data catalogue with DOI 10.4232/1.13549.,logs\query_96_WEB_SEARCH.json
97,V3_TITLE_ONLY,WEB_SEARCH,1,EUvox2014: Voting Advice Application data for the 2014 European Parliament elections,https://doi.org/10.7802/1290,"This DOI resolves to the GESIS Data Archive landing page for the dataset titled “EUvox2014: Voting Advice Application data for the 2014 European Parliament elections,” matching the requested title.",logs\query_97_WEB_SEARCH.json
97,V3_TITLE_ONLY,WEB_SEARCH,2,EUvox2014: Voting Advice Application data for the 2014 European Parliament elections,https://search.gesis.org/research_data/ZA5950,"This is the GESIS search/landing entry (study number ZA5950) for the dataset “EUvox2014: Voting Advice Application data for the 2014 European Parliament elections,” hosted in the GESIS Data Archive.",logs\query_97_WEB_SEARCH.json
98,V3_TITLE_ONLY,WEB_SEARCH,1,Prevention Survey Rhineland-Palatinate (2006 and 2010),https://doi.org/10.4232/1.11668,This GESIS landing page with DOI 10.4232/1.11668 is explicitly titled 'Prevention Survey Rhineland-Palatinate (2006 and 2010)' and corresponds exactly to the requested dataset.,logs\query_98_WEB_SEARCH.json
99,V3_TITLE_ONLY,WEB_SEARCH,1,Interval Study: Development Factors and Development Forms of Young People in the GDR (1968-1980) IS I - 1970 (3rd Wave),https://doi.org/10.4232/1.0339,"This DOI resolves to the GESIS Data Catalogue entry for the specified interval study, explicitly titled “Interval Study: Development Factors and Development Forms of Young People in the GDR (1968-1980) IS I - 1970 (3rd Wave).”",logs\query_99_WEB_SEARCH.json
100,V3_TITLE_ONLY,WEB_SEARCH,1,Politbarometer (February 1990),https://doi.org/10.4232/1.12276,This DOI resolves to the GESIS Data Archive record explicitly titled “Politbarometer (February 1990)” and corresponds to the requested dataset.,logs\query_100_WEB_SEARCH.json
