variant_short;query_id;query_variant;source_dataset_id;source_title;query_text;abstract_generated_query;full_prompt_web_search
V2;17;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA9151;Politbarometer 2025 (Cumulated Data Set);Can you find datasets about Political behaviour and attitudes in Germany during the 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Political behaviour and attitudes in Germany during the 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;18;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA9085;German Longitudinal Environmental Study (GLEN);Can you find datasets about NATURAL ENVIRONMENT in Germany during the 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about NATURAL ENVIRONMENT in Germany during the 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;19;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA9085;German Longitudinal Environmental Study (GLEN);Can you find datasets about Environment and conservation in Germany during the 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Environment and conservation in Germany during the 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;20;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA9085;German Longitudinal Environmental Study (GLEN);Can you find datasets about Information society in Germany during the 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Information society in Germany during the 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;21;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA9085;German Longitudinal Environmental Study (GLEN);Can you find datasets about Media in Germany during the 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Media in Germany during the 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;22;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA9085;German Longitudinal Environmental Study (GLEN);Can you find datasets about Community, urban and rural life in Germany during the 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Community, urban and rural life in Germany during the 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;23;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA9085;German Longitudinal Environmental Study (GLEN);Can you find datasets about Leisure, tourism and sport in Germany during the 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Leisure, tourism and sport in Germany during the 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;24;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA9085;German Longitudinal Environmental Study (GLEN);Can you find datasets about Religion and values in Germany during the 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Religion and values in Germany during the 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;25;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA9085;German Longitudinal Environmental Study (GLEN);Can you find datasets about PSYCHOLOGY in Germany during the 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about PSYCHOLOGY in Germany during the 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;26;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA9085;German Longitudinal Environmental Study (GLEN);Can you find datasets about Social behaviour and attitudes in Germany during the 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Social behaviour and attitudes in Germany during the 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;27;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA9085;German Longitudinal Environmental Study (GLEN);Can you find datasets about Social conditions and indicators in Germany during the 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Social conditions and indicators in Germany during the 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;28;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA9085;German Longitudinal Environmental Study (GLEN);Can you find datasets about Consumption and consumer behaviour in Germany during the 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Consumption and consumer behaviour in Germany during the 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;29;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA9085;German Longitudinal Environmental Study (GLEN);Can you find datasets about Employment in Germany during the 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Employment in Germany during the 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;30;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA5665;GESIS Panel.pop Population Sample – Standard Edition;Can you find datasets about Social conditions and indicators in Germany during the 2010s and 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Social conditions and indicators in Germany during the 2010s and 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;31;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA5665;GESIS Panel.pop Population Sample – Standard Edition;Can you find datasets about Information society in Germany during the 2010s and 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Information society in Germany during the 2010s and 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;32;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA5665;GESIS Panel.pop Population Sample – Standard Edition;Can you find datasets about Media in Germany during the 2010s and 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Media in Germany during the 2010s and 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;33;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA5665;GESIS Panel.pop Population Sample – Standard Edition;Can you find datasets about Political behaviour and attitudes in Germany during the 2010s and 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Political behaviour and attitudes in Germany during the 2010s and 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;34;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA5665;GESIS Panel.pop Population Sample – Standard Edition;Can you find datasets about Information technology in Germany during the 2010s and 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Information technology in Germany during the 2010s and 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;35;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA5665;GESIS Panel.pop Population Sample – Standard Edition;Can you find datasets about Government, political systems and organisations in Germany during the 2010s and 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Government, political systems and organisations in Germany during the 2010s and 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;36;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA5665;GESIS Panel.pop Population Sample – Standard Edition;Can you find datasets about Elections in Germany during the 2010s and 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Elections in Germany during the 2010s and 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;37;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA5665;GESIS Panel.pop Population Sample – Standard Edition;Can you find datasets about Economic systems and development in Germany during the 2010s and 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Economic systems and development in Germany during the 2010s and 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;38;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA5665;GESIS Panel.pop Population Sample – Standard Edition;Can you find datasets about SCIENCE AND TECHNOLOGY in Germany during the 2010s and 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about SCIENCE AND TECHNOLOGY in Germany during the 2010s and 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;39;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA5665;GESIS Panel.pop Population Sample – Standard Edition;Can you find datasets about Equality, inequality and social exclusion in Germany during the 2010s and 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Equality, inequality and social exclusion in Germany during the 2010s and 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;40;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA5665;GESIS Panel.pop Population Sample – Standard Edition;Can you find datasets about PSYCHOLOGY in Germany during the 2010s and 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about PSYCHOLOGY in Germany during the 2010s and 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;41;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA5665;GESIS Panel.pop Population Sample – Standard Edition;Can you find datasets about SOCIAL STRATIFICATION AND GROUPINGS in Germany during the 2010s and 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about SOCIAL STRATIFICATION AND GROUPINGS in Germany during the 2010s and 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;42;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA5665;GESIS Panel.pop Population Sample – Standard Edition;Can you find datasets about General health and well-being in Germany during the 2010s and 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about General health and well-being in Germany during the 2010s and 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;43;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA5665;GESIS Panel.pop Population Sample – Standard Edition;Can you find datasets about Family life and marriage in Germany during the 2010s and 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Family life and marriage in Germany during the 2010s and 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;44;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA5665;GESIS Panel.pop Population Sample – Standard Edition;Can you find datasets about TRANSPORT AND TRAVEL in Germany during the 2010s and 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about TRANSPORT AND TRAVEL in Germany during the 2010s and 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;45;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA5665;GESIS Panel.pop Population Sample – Standard Edition;Can you find datasets about NATURAL ENVIRONMENT in Germany during the 2010s and 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about NATURAL ENVIRONMENT in Germany during the 2010s and 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;46;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA5665;GESIS Panel.pop Population Sample – Standard Edition;Can you find datasets about LABOUR AND EMPLOYMENT in Germany during the 2010s and 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about LABOUR AND EMPLOYMENT in Germany during the 2010s and 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;47;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA5665;GESIS Panel.pop Population Sample – Standard Edition;Can you find datasets about Working conditions in Germany during the 2010s and 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Working conditions in Germany during the 2010s and 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;48;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA5665;GESIS Panel.pop Population Sample – Standard Edition;Can you find datasets about Leisure, tourism and sport in Germany during the 2010s and 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Leisure, tourism and sport in Germany during the 2010s and 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;49;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA5665;GESIS Panel.pop Population Sample – Standard Edition;Can you find datasets about Income, property and investment/saving in Germany during the 2010s and 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Income, property and investment/saving in Germany during the 2010s and 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;50;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA5665;GESIS Panel.pop Population Sample – Standard Edition;Can you find datasets about Consumption and consumer behaviour in Germany during the 2010s and 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Consumption and consumer behaviour in Germany during the 2010s and 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;51;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA5665;GESIS Panel.pop Population Sample – Standard Edition;Can you find datasets about Energy and natural resources in Germany during the 2010s and 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Energy and natural resources in Germany during the 2010s and 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;52;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA5665;GESIS Panel.pop Population Sample – Standard Edition;Can you find datasets about Specific diseases, disorders and medical conditions in Germany during the 2010s and 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Specific diseases, disorders and medical conditions in Germany during the 2010s and 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;53;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA5665;GESIS Panel.pop Population Sample – Standard Edition;Can you find datasets about Economic policy, public expenditure and revenue in Germany during the 2010s and 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Economic policy, public expenditure and revenue in Germany during the 2010s and 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;54;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA5665;GESIS Panel.pop Population Sample – Standard Edition;Can you find datasets about Environment and conservation in Germany during the 2010s and 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Environment and conservation in Germany during the 2010s and 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;55;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA5665;GESIS Panel.pop Population Sample – Standard Edition;Can you find datasets about Migration in Germany during the 2010s and 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Migration in Germany during the 2010s and 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;56;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA5665;GESIS Panel.pop Population Sample – Standard Edition;Can you find datasets about Economic conditions and indicators in Germany during the 2010s and 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Economic conditions and indicators in Germany during the 2010s and 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;57;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA5665;GESIS Panel.pop Population Sample – Standard Edition;Can you find datasets about Wounds and injuries in Germany during the 2010s and 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Wounds and injuries in Germany during the 2010s and 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;58;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA5665;GESIS Panel.pop Population Sample – Standard Edition;Can you find datasets about International politics and organisations in Germany during the 2010s and 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about International politics and organisations in Germany during the 2010s and 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;59;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA5665;GESIS Panel.pop Population Sample – Standard Edition;Can you find datasets about Health care services and policies in Germany during the 2010s and 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Health care services and policies in Germany during the 2010s and 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;60;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA5665;GESIS Panel.pop Population Sample – Standard Edition;Can you find datasets about Gender and gender roles in Germany during the 2010s and 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Gender and gender roles in Germany during the 2010s and 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;61;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA5665;GESIS Panel.pop Population Sample – Standard Edition;Can you find datasets about Physical fitness and exercise in Germany during the 2010s and 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Physical fitness and exercise in Germany during the 2010s and 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;62;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;ZA5665;GESIS Panel.pop Population Sample – Standard Edition;Can you find datasets about LAW, CRIME AND LEGAL SYSTEMS in Germany during the 2010s and 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about LAW, CRIME AND LEGAL SYSTEMS in Germany during the 2010s and 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;63;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;SDN-10.7802-2863;News on TikTok: An Annotated Dataset of TikTok Videos from German-Speaking News Outlets in 2023;Can you find datasets about journalism in Germany during the 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about journalism in Germany during the 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;64;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;SDN-10.7802-2863;News on TikTok: An Annotated Dataset of TikTok Videos from German-Speaking News Outlets in 2023;Can you find datasets about journalist in Germany during the 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about journalist in Germany during the 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
V2;65;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;SDN-10.7802-2863;News on TikTok: An Annotated Dataset of TikTok Videos from German-Speaking News Outlets in 2023;Can you find datasets about social media in Germany during the 2020s?;;"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about social media in Germany during the 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi."
