query_id;query_text;full_prompt_no_web;full_prompt_web_search;query_variant;query_topics;query_countries;query_time_collection_years;query_time_display;query_universe;query_analysis_units;source_dataset_id;source_title;source_doi;source_portal_url;source_row
25;Can you find GESIS datasets about International politics and organisations, POLITICS, Conflict, security and peace, Political behaviour and attitudes, and Political ideology in Belgium, Bulgaria, Czech Republic, Denmark, Germany, Estonia, Ireland, Greece, Spain, France, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Hungary, Malta, Netherlands, Austria, Poland, Portugal, Romania, Slovenia, Slovakia, Finland, Sweden, and Croatia during the 2020s, where the study population is Population of the respective nationalities of the European Union Member States and other EU nationals, resident in each of the 27 Member States and aged 15 years and over?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about International politics and organisations, POLITICS, Conflict, security and peace, Political behaviour and attitudes, and Political ideology in Belgium, Bulgaria, Czech Republic, Denmark, Germany, Estonia, Ireland, Greece, Spain, France, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Hungary, Malta, Netherlands, Austria, Poland, Portugal, Romania, Slovenia, Slovakia, Finland, Sweden, and Croatia during the 2020s, where the study population is Population of the respective nationalities of the European Union Member States and other EU nationals, resident in each of the 27 Member States and aged 15 years and over?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about International politics and organisations, POLITICS, Conflict, security and peace, Political behaviour and attitudes, and Political ideology in Belgium, Bulgaria, Czech Republic, Denmark, Germany, Estonia, Ireland, Greece, Spain, France, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Hungary, Malta, Netherlands, Austria, Poland, Portugal, Romania, Slovenia, Slovakia, Finland, Sweden, and Croatia during the 2020s, where the study population is Population of the respective nationalities of the European Union Member States and other EU nationals, resident in each of the 27 Member States and aged 15 years and over?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""International politics and organisations"", ""POLITICS"", ""Conflict, security and peace"", ""Political behaviour and attitudes"", ""Political ideology""]";"[""Belgium"", ""Bulgaria"", ""Czech Republic"", ""Denmark"", ""Germany"", ""Estonia"", ""Ireland"", ""Greece"", ""Spain"", ""France"", ""Italy"", ""Cyprus"", ""Latvia"", ""Lithuania"", ""Luxembourg"", ""Hungary"", ""Malta"", ""Netherlands"", ""Austria"", ""Poland"", ""Portugal"", ""Romania"", ""Slovenia"", ""Slovakia"", ""Finland"", ""Sweden"", ""Croatia""]";"[""2024"", ""2024""]";2020s;"[""Population of the respective nationalities of the European Union Member States and other EU nationals, resident in each of the 27 Member States and aged 15 years and over""]";;ZA8870;Flash Eurobarometer 550 (EU Challenges and Priorities);"[""10.4232/1.14410""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=8870&db=D;34
26;Can you find GESIS datasets about Business/industrial management and organisation in Rhineland-Palatinate and North Rhine-Westphalia during the 1990s, where the study population is Mittelständische Unternehmen in den Regierungsbezirken Arnsberg, Detmold, Münster, Düsseldorf, Köln, Koblenz und Trier?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Business/industrial management and organisation in Rhineland-Palatinate and North Rhine-Westphalia during the 1990s, where the study population is Mittelständische Unternehmen in den Regierungsbezirken Arnsberg, Detmold, Münster, Düsseldorf, Köln, Koblenz und Trier?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Business/industrial management and organisation in Rhineland-Palatinate and North Rhine-Westphalia during the 1990s, where the study population is Mittelständische Unternehmen in den Regierungsbezirken Arnsberg, Detmold, Münster, Düsseldorf, Köln, Koblenz und Trier?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Business/industrial management and organisation""]";"[""Rhineland-Palatinate"", ""North Rhine-Westphalia""]";"[""1992"", ""1992""]";1990s;"[""Mittelständische Unternehmen in den Regierungsbezirken Arnsberg, Detmold, Münster, Düsseldorf, Köln, Koblenz und Trier""]";;ZA2326;Situation Report Medium-Sized Companies 1991/20;"[""10.4232/1.2326""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=2326&db=D;35
27;Can you find GESIS datasets about Conflict, security and peace, International politics and organisations, and Political behaviour and attitudes in Germany during the 2020s, where the study population is Eligible voters in Germany?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Conflict, security and peace, International politics and organisations, and Political behaviour and attitudes in Germany during the 2020s, where the study population is Eligible voters in Germany?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Conflict, security and peace, International politics and organisations, and Political behaviour and attitudes in Germany during the 2020s, where the study population is Eligible voters in Germany?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Conflict, security and peace"", ""International politics and organisations"", ""Political behaviour and attitudes""]";"[""Germany""]";"[""2024"", ""2024""]";2020s;"[""Eligible voters in Germany""]";;ZA8996;The Berlin Pulse - German Foreign Policy 2024;"[""10.4232/1.14624""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=8996&db=D;37
28;Can you find GESIS datasets about Working conditions, Vocational education and training, and Occupational health in Hesse during the 1980s, where the study population is Sample of vocational students in the second or third training year from altogether 18 occupational groups in 171 subject classes at 27 vocational schools in Hesse.?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Working conditions, Vocational education and training, and Occupational health in Hesse during the 1980s, where the study population is Sample of vocational students in the second or third training year from altogether 18 occupational groups in 171 subject classes at 27 vocational schools in Hesse.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Working conditions, Vocational education and training, and Occupational health in Hesse during the 1980s, where the study population is Sample of vocational students in the second or third training year from altogether 18 occupational groups in 171 subject classes at 27 vocational schools in Hesse.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Working conditions"", ""Vocational education and training"", ""Occupational health""]";"[""Hesse""]";"[""1983"", ""1984""]";1980s;"[""Sample of vocational students in the second or third training year from altogether 18 occupational groups in 171 subject classes at 27 vocational schools in Hesse.""]";;ZA1376;Youth Industrial Health and Safety in Practice in Hesse from the Perspective of Young People;"[""10.4232/1.1376""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=1376&db=D;38
29;Can you find GESIS datasets about Economic conditions and indicators, Economic policy, public expenditure and revenue, TRADE, INDUSTRY AND MARKETS, and Business/industrial management and organisation in Germany during the 2020s, where the study population is Decision-makers of legally independent private and public companies with economic activities in Germany?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Economic conditions and indicators, Economic policy, public expenditure and revenue, TRADE, INDUSTRY AND MARKETS, and Business/industrial management and organisation in Germany during the 2020s, where the study population is Decision-makers of legally independent private and public companies with economic activities in Germany?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Economic conditions and indicators, Economic policy, public expenditure and revenue, TRADE, INDUSTRY AND MARKETS, and Business/industrial management and organisation in Germany during the 2020s, where the study population is Decision-makers of legally independent private and public companies with economic activities in Germany?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Economic conditions and indicators"", ""Economic policy, public expenditure and revenue"", ""TRADE, INDUSTRY AND MARKETS"", ""Business/industrial management and organisation""]";"[""Germany""]";"[""2020"", ""2021""]";2020s;"[""Decision-makers of legally independent private and public companies with economic activities in Germany""]";;ZA7746;German Business Panel, Covid-19 Survey (2020/2021). Data file for on-site use;"[""10.4232/1.13731""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=7746&db=D;39
30;Can you find GESIS datasets about International politics and organisations and Political behaviour and attitudes in Denmark, Germany, Spain, France, Ireland, Italy, Portugal, United Kingdom, Estonia, Hungary, and Slovenia during the 2000s, where the study population is Journalists, elected politicians, representatives of teaching profession, representatives of civil society?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about International politics and organisations and Political behaviour and attitudes in Denmark, Germany, Spain, France, Ireland, Italy, Portugal, United Kingdom, Estonia, Hungary, and Slovenia during the 2000s, where the study population is Journalists, elected politicians, representatives of teaching profession, representatives of civil society?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about International politics and organisations and Political behaviour and attitudes in Denmark, Germany, Spain, France, Ireland, Italy, Portugal, United Kingdom, Estonia, Hungary, and Slovenia during the 2000s, where the study population is Journalists, elected politicians, representatives of teaching profession, representatives of civil society?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""International politics and organisations"", ""Political behaviour and attitudes""]";"[""Denmark"", ""Germany"", ""Spain"", ""France"", ""Ireland"", ""Italy"", ""Portugal"", ""United Kingdom"", ""Estonia"", ""Hungary"", ""Slovenia""]";"[""2006"", ""2006""]";2000s;"[""Journalists, elected politicians, representatives of teaching profession, representatives of civil society""]";;ZA4456;Flash Eurobarometer 197 (Satisfaction with EC Representations in 11 Member States);"[""10.4232/1.4456""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=4456&db=D;41
31;Can you find GESIS datasets about Economic conditions and indicators, Information society, Political behaviour and attitudes, Government, political systems and organisations, Equality, inequality and social exclusion, Cultural and national identity, Social behaviour and attitudes, and Religion and values in Germany during the 2010s, where the study population is All residents (German and non-German) living in private households in the Federal Republic of Germany who were born before 1 January 2000.?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Economic conditions and indicators, Information society, Political behaviour and attitudes, Government, political systems and organisations, Equality, inequality and social exclusion, Cultural and national identity, Social behaviour and attitudes, and Religion and values in Germany during the 2010s, where the study population is All residents (German and non-German) living in private households in the Federal Republic of Germany who were born before 1 January 2000.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Economic conditions and indicators, Information society, Political behaviour and attitudes, Government, political systems and organisations, Equality, inequality and social exclusion, Cultural and national identity, Social behaviour and attitudes, and Religion and values in Germany during the 2010s, where the study population is All residents (German and non-German) living in private households in the Federal Republic of Germany who were born before 1 January 2000.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Economic conditions and indicators"", ""Information society"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Equality, inequality and social exclusion"", ""Cultural and national identity"", ""Social behaviour and attitudes"", ""Religion and values""]";"[""Germany""]";"[""2018"", ""2018""]";2010s;"[""All residents (German and non-German) living in private households in the Federal Republic of Germany who were born before 1 January 2000.""]";;ZA5273;German General Social Survey - ALLBUScompact 2018;"[""10.4232/1.13331""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=5273&db=D;42
32;Can you find GESIS datasets about Employment, Migration, Cultural activities and participation, Equality, inequality and social exclusion, and Economic conditions and indicators in German Democratic Republic (1949-1990) during the 1990s, where the study population is Sample of foreigners with residence permit (48%) of these 25% Soviet citizens, 22% Vietnamese, 16% Poles and 16% Hungarians.?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Employment, Migration, Cultural activities and participation, Equality, inequality and social exclusion, and Economic conditions and indicators in German Democratic Republic (1949-1990) during the 1990s, where the study population is Sample of foreigners with residence permit (48%) of these 25% Soviet citizens, 22% Vietnamese, 16% Poles and 16% Hungarians.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Employment, Migration, Cultural activities and participation, Equality, inequality and social exclusion, and Economic conditions and indicators in German Democratic Republic (1949-1990) during the 1990s, where the study population is Sample of foreigners with residence permit (48%) of these 25% Soviet citizens, 22% Vietnamese, 16% Poles and 16% Hungarians.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Employment"", ""Migration"", ""Cultural activities and participation"", ""Equality, inequality and social exclusion"", ""Economic conditions and indicators""]";"[""German Democratic Republic (1949-1990)""]";"[""1990"", ""1990""]";1990s;"[""Sample of foreigners with residence permit (48%) of these 25% Soviet citizens, 22% Vietnamese, 16% Poles and 16% Hungarians.""]";;ZA6342;Foreigners in Eastern Germany 1990;"[""10.4232/1.6342""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=6342&db=D;44
33;Can you find GESIS datasets about university, university policy, digitalization, artificial intelligence, and university research in Germany during the 2020s, where the study population is 427 Hochschulen (staatliche wie auch staatlich anerkannte private)?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about university, university policy, digitalization, artificial intelligence, and university research in Germany during the 2020s, where the study population is 427 Hochschulen (staatliche wie auch staatlich anerkannte private)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about university, university policy, digitalization, artificial intelligence, and university research in Germany during the 2020s, where the study population is 427 Hochschulen (staatliche wie auch staatlich anerkannte private)?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""university"", ""university policy"", ""digitalization"", ""artificial intelligence"", ""university research""]";"[""Germany""]";"[""2023"", ""2024""]";2020s;"[""427 Hochschulen (staatliche wie auch staatlich anerkannte private)""]";;SDN-10.7802-2822;Monitor Digitalisierung 360° - WiSe 2023/24;[];https://data.gesis.org/sharing/#!Detail/10.7802/2822;45
34;Can you find GESIS datasets about Business/industrial management and organisation and Media in Germany during the 1960s, where the study population is Mannesmann-Belegschaft?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Business/industrial management and organisation and Media in Germany during the 1960s, where the study population is Mannesmann-Belegschaft?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Business/industrial management and organisation and Media in Germany during the 1960s, where the study population is Mannesmann-Belegschaft?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Business/industrial management and organisation"", ""Media""]";"[""Germany""]";"[""1967"", ""1967""]";1960s;"[""Mannesmann-Belegschaft""]";;ZA0265;Reader Analysis of the Mannesmann Company Magazine, UNSER WERKTAG;"[""10.4232/1.0265""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=0265&db=D;46
35;Can you find GESIS datasets about Social behaviour and attitudes, Crime and law enforcement, International politics and organisations, Conflict, security and peace, Political behaviour and attitudes, Government, political systems and organisations, Elections, Economic conditions and indicators, Economic policy, public expenditure and revenue, and Economic systems and development in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s, where the study population is Eligible voters living in private households with telephone?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Social behaviour and attitudes, Crime and law enforcement, International politics and organisations, Conflict, security and peace, Political behaviour and attitudes, Government, political systems and organisations, Elections, Economic conditions and indicators, Economic policy, public expenditure and revenue, and Economic systems and development in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s, where the study population is Eligible voters living in private households with telephone?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Social behaviour and attitudes, Crime and law enforcement, International politics and organisations, Conflict, security and peace, Political behaviour and attitudes, Government, political systems and organisations, Elections, Economic conditions and indicators, Economic policy, public expenditure and revenue, and Economic systems and development in Berlin, Baden-Württemberg, Bavaria, Bremen, Hesse, Hamburg, Lower Saxony, North Rhine-Westphalia, Rhineland-Palatinate, Saarland, and Schleswig-Holstein during the 1990s, where the study population is Eligible voters living in private households with telephone?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Social behaviour and attitudes"", ""Crime and law enforcement"", ""International politics and organisations"", ""Conflict, security and peace"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections"", ""Economic conditions and indicators"", ""Economic policy, public expenditure and revenue"", ""Economic systems and development""]";"[""Berlin"", ""Baden-Württemberg"", ""Bavaria"", ""Bremen"", ""Hesse"", ""Hamburg"", ""Lower Saxony"", ""North Rhine-Westphalia"", ""Rhineland-Palatinate"", ""Saarland"", ""Schleswig-Holstein""]";"[""1994"", ""1994""]";1990s;"[""Eligible voters living in private households with telephone""]";;ZA2546;Election Study 1994: Politbarometer West 1994 (Trend Investigations);"[""10.4232/1.2546""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=2546&db=D;48
36;Can you find GESIS datasets about Community, urban and rural life in North Rhine-Westphalia during the 1960s, where the study population is Persons between the ages of 18-75 years.?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Community, urban and rural life in North Rhine-Westphalia during the 1960s, where the study population is Persons between the ages of 18-75 years.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Community, urban and rural life in North Rhine-Westphalia during the 1960s, where the study population is Persons between the ages of 18-75 years.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Community, urban and rural life""]";"[""North Rhine-Westphalia""]";"[""1963"", ""1963""]";1960s;"[""Persons between the ages of 18-75 years.""]";;ZA0167;Social Structure in the Lignite Area West of the Rhine (Relocated Villages);"[""10.4232/1.0167""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=0167&db=D;51
37;Can you find GESIS datasets about Employment, Vocational education and training, Higher and further education, Social conditions and indicators, and Family life and marriage in North Rhine-Westphalia during the 1980s, where the study population is Students and of the school year 1969/70 in the 10th grade from 121 various classes at 68 high schools.?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Employment, Vocational education and training, Higher and further education, Social conditions and indicators, and Family life and marriage in North Rhine-Westphalia during the 1980s, where the study population is Students and of the school year 1969/70 in the 10th grade from 121 various classes at 68 high schools.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Employment, Vocational education and training, Higher and further education, Social conditions and indicators, and Family life and marriage in North Rhine-Westphalia during the 1980s, where the study population is Students and of the school year 1969/70 in the 10th grade from 121 various classes at 68 high schools.?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Employment"", ""Vocational education and training"", ""Higher and further education"", ""Social conditions and indicators"", ""Family life and marriage""]";"[""North Rhine-Westphalia""]";"[""1984"", ""1985""]";1980s;"[""Students and of the school year 1969/70 in the 10th grade from 121 various classes at 68 high schools.""]";;ZA1441;Education and Life;"[""10.4232/1.1441""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=1441&db=D;52
38;Can you find GESIS datasets about Government, political systems and organisations, Political behaviour and attitudes, and Political ideology in Germany during the 2020s, where the study population is German-speaking resident population aged 14 and over?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets hosted by GESIS. Do not invent links; if unsure, omit the item.

USER: Query: Can you find GESIS datasets about Government, political systems and organisations, Political behaviour and attitudes, and Political ideology in Germany during the 2020s, where the study population is German-speaking resident population aged 14 and over?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets hosted by GESIS. Only include GESIS-hosted landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find GESIS datasets about Government, political systems and organisations, Political behaviour and attitudes, and Political ideology in Germany during the 2020s, where the study population is German-speaking resident population aged 14 and over?
Return up to 10 items. Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, GESIS URL, landing page, or link in url_or_doi.";V5_TOPIC_COUNTRY_TIME_UNIVERSE_ALL_TOPICS;"[""Government, political systems and organisations"", ""Political behaviour and attitudes"", ""Political ideology""]";"[""Germany""]";"[""2024"", ""2024""]";2020s;"[""German-speaking resident population aged 14 and over""]";;ZA8738;Crisis Monitor (Week 8/2024);"[""10.4232/1.14353""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=8738&db=D;54
