query_id;query_text;full_prompt_no_web;full_prompt_web_search;query_variant;query_topics;query_countries;query_time_collection_years;query_time_display;query_universe;query_analysis_units;abstract_generated_query;abstract_query_generator_model;abstract_source_hash;source_dataset_id;source_title;source_doi;source_portal_url;source_row
59;Can you find datasets about Employment in Lagos during the 1980s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Employment in Lagos during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Employment in Lagos during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Employment""]";"[""Lagos""]";"[""1983"", ""1983""]";1980s;;;;;;ZA5003;The Role of Women in the Informal sector: The Case of Ajegunle, Nigeria;"[""10.4232/1.5003""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=5003&db=D;23
60;Can you find datasets about Community, urban and rural life in Lagos during the 1980s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Community, urban and rural life in Lagos during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Community, urban and rural life in Lagos during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Community, urban and rural life""]";"[""Lagos""]";"[""1983"", ""1983""]";1980s;;;;;;ZA5003;The Role of Women in the Informal sector: The Case of Ajegunle, Nigeria;"[""10.4232/1.5003""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=5003&db=D;23
61;Can you find datasets about TRADE, INDUSTRY AND MARKETS in Lagos during the 1980s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about TRADE, INDUSTRY AND MARKETS in Lagos during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about TRADE, INDUSTRY AND MARKETS in Lagos during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""TRADE, INDUSTRY AND MARKETS""]";"[""Lagos""]";"[""1983"", ""1983""]";1980s;;;;;;ZA5003;The Role of Women in the Informal sector: The Case of Ajegunle, Nigeria;"[""10.4232/1.5003""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=5003&db=D;23
62;Can you find datasets about Specific social services: use and availability in Lagos during the 1980s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Specific social services: use and availability in Lagos during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Specific social services: use and availability in Lagos during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Specific social services: use and availability""]";"[""Lagos""]";"[""1983"", ""1983""]";1980s;;;;;;ZA5003;The Role of Women in the Informal sector: The Case of Ajegunle, Nigeria;"[""10.4232/1.5003""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=5003&db=D;23
63;Can you find datasets about HISTORY in German Reich (1871-1945) during the 1870s and 1880s and 1890s and 1900s and 1910s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about HISTORY in German Reich (1871-1945) during the 1870s and 1880s and 1890s and 1900s and 1910s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about HISTORY in German Reich (1871-1945) during the 1870s and 1880s and 1890s and 1900s and 1910s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""HISTORY""]";"[""German Reich (1871-1945)""]";"[""1871"", ""1914""]";1870s and 1880s and 1890s and 1900s and 1910s;;;;;;ZA8286;The CFS’s (Center for Financial Studies) historical money and capital market data base, Germany 1871 to 1914.;"[""10.4232/1.8286""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=8286&db=D;24
64;Can you find datasets about Crime and law enforcement in Germany during the 1970s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Crime and law enforcement in Germany during the 1970s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Crime and law enforcement in Germany during the 1970s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Crime and law enforcement""]";"[""Germany""]";"[""1978"", ""1978""]";1970s;;;;;;ZA0977;The Death Penalty (1978);"[""10.4232/1.0977""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=0977&db=D;25
65;Can you find datasets about Community, urban and rural life in German Democratic Republic (1949-1990) during the 1990s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Community, urban and rural life in German Democratic Republic (1949-1990) during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Community, urban and rural life in German Democratic Republic (1949-1990) during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Community, urban and rural life""]";"[""German Democratic Republic (1949-1990)""]";"[""1990"", ""1990""]";1990s;;;;;;ZA6350;Social Situation and Political Orientations of the Jena  Populace before the Municipal Election in May 1990;"[""10.4232/1.6350""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=6350&db=D;26
66;Can you find datasets about Political behaviour and attitudes in German Democratic Republic (1949-1990) during the 1990s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Political behaviour and attitudes in German Democratic Republic (1949-1990) during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Political behaviour and attitudes in German Democratic Republic (1949-1990) during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Political behaviour and attitudes""]";"[""German Democratic Republic (1949-1990)""]";"[""1990"", ""1990""]";1990s;;;;;;ZA6350;Social Situation and Political Orientations of the Jena  Populace before the Municipal Election in May 1990;"[""10.4232/1.6350""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=6350&db=D;26
67;Can you find datasets about Government, political systems and organisations in German Democratic Republic (1949-1990) during the 1990s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Government, political systems and organisations in German Democratic Republic (1949-1990) during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Government, political systems and organisations in German Democratic Republic (1949-1990) during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Government, political systems and organisations""]";"[""German Democratic Republic (1949-1990)""]";"[""1990"", ""1990""]";1990s;;;;;;ZA6350;Social Situation and Political Orientations of the Jena  Populace before the Municipal Election in May 1990;"[""10.4232/1.6350""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=6350&db=D;26
68;Can you find datasets about Elections in German Democratic Republic (1949-1990) during the 1990s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Elections in German Democratic Republic (1949-1990) during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Elections in German Democratic Republic (1949-1990) during the 1990s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Elections""]";"[""German Democratic Republic (1949-1990)""]";"[""1990"", ""1990""]";1990s;;;;;;ZA6350;Social Situation and Political Orientations of the Jena  Populace before the Municipal Election in May 1990;"[""10.4232/1.6350""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=6350&db=D;26
69;Can you find datasets about MEDIA, COMMUNICATION AND LANGUAGE in Illinois during the 1940s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about MEDIA, COMMUNICATION AND LANGUAGE in Illinois during the 1940s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about MEDIA, COMMUNICATION AND LANGUAGE in Illinois during the 1940s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""MEDIA, COMMUNICATION AND LANGUAGE""]";"[""Illinois""]";"[""1945"", ""1945""]";1940s;;;;;;ZA0241;Decatur Study (Personal Influence);"[""10.4232/1.0241""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=0241&db=D;27
70;Can you find datasets about SOCIAL STRATIFICATION AND GROUPINGS in Illinois during the 1940s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about SOCIAL STRATIFICATION AND GROUPINGS in Illinois during the 1940s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about SOCIAL STRATIFICATION AND GROUPINGS in Illinois during the 1940s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""SOCIAL STRATIFICATION AND GROUPINGS""]";"[""Illinois""]";"[""1945"", ""1945""]";1940s;;;;;;ZA0241;Decatur Study (Personal Influence);"[""10.4232/1.0241""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=0241&db=D;27
71;Can you find datasets about Leisure, tourism and sport in North Rhine-Westphalia during the 1980s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Leisure, tourism and sport in North Rhine-Westphalia during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Leisure, tourism and sport in North Rhine-Westphalia during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Leisure, tourism and sport""]";"[""North Rhine-Westphalia""]";"[""1986"", ""1986""]";1980s;;;;;;ZA1635;Cologne Study (Reader Analysis of the Koelner Stadt-Anzeiger);"[""10.4232/1.1635""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=1635&db=D;28
72;Can you find datasets about Community, urban and rural life in North Rhine-Westphalia during the 1980s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Community, urban and rural life in North Rhine-Westphalia during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Community, urban and rural life in North Rhine-Westphalia during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Community, urban and rural life""]";"[""North Rhine-Westphalia""]";"[""1986"", ""1986""]";1980s;;;;;;ZA1635;Cologne Study (Reader Analysis of the Koelner Stadt-Anzeiger);"[""10.4232/1.1635""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=1635&db=D;28
73;Can you find datasets about TRANSPORT AND TRAVEL in North Rhine-Westphalia during the 1980s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about TRANSPORT AND TRAVEL in North Rhine-Westphalia during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about TRANSPORT AND TRAVEL in North Rhine-Westphalia during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""TRANSPORT AND TRAVEL""]";"[""North Rhine-Westphalia""]";"[""1986"", ""1986""]";1980s;;;;;;ZA1635;Cologne Study (Reader Analysis of the Koelner Stadt-Anzeiger);"[""10.4232/1.1635""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=1635&db=D;28
74;Can you find datasets about Consumption and consumer behaviour in North Rhine-Westphalia during the 1980s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Consumption and consumer behaviour in North Rhine-Westphalia during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Consumption and consumer behaviour in North Rhine-Westphalia during the 1980s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Consumption and consumer behaviour""]";"[""North Rhine-Westphalia""]";"[""1986"", ""1986""]";1980s;;;;;;ZA1635;Cologne Study (Reader Analysis of the Koelner Stadt-Anzeiger);"[""10.4232/1.1635""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=1635&db=D;28
75;Can you find datasets about Compulsory and pre-school education in Schleswig-Holstein during the 2020s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Compulsory and pre-school education in Schleswig-Holstein during the 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Compulsory and pre-school education in Schleswig-Holstein during the 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Compulsory and pre-school education""]";"[""Schleswig-Holstein""]";"[""2021"", ""2023""]";2020s;;;;;;ZA8874;Learning Progression Analytics - Analysing and Promoting Learning Progressions to Develop Skills (LPA-AFLEK);"[""10.4232/1.14414""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=8874&db=D;29
76;Can you find datasets about Specific diseases, disorders and medical conditions in Germany during the 2020s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Specific diseases, disorders and medical conditions in Germany during the 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Specific diseases, disorders and medical conditions in Germany during the 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Specific diseases, disorders and medical conditions""]";"[""Germany""]";"[""2020"", ""2020""]";2020s;;;;;;ZA7652;Trend Questions Corona (Week 13/2020);"[""10.4232/1.13581""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=7652&db=D;30
77;Can you find datasets about MEDIA, COMMUNICATION AND LANGUAGE in Germany during the 2020s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about MEDIA, COMMUNICATION AND LANGUAGE in Germany during the 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about MEDIA, COMMUNICATION AND LANGUAGE in Germany during the 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""MEDIA, COMMUNICATION AND LANGUAGE""]";"[""Germany""]";"[""2020"", ""2020""]";2020s;;;;;;ZA7652;Trend Questions Corona (Week 13/2020);"[""10.4232/1.13581""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=7652&db=D;30
78;Can you find datasets about Working conditions in Germany during the 2020s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Working conditions in Germany during the 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Working conditions in Germany during the 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Working conditions""]";"[""Germany""]";"[""2020"", ""2020""]";2020s;;;;;;ZA7652;Trend Questions Corona (Week 13/2020);"[""10.4232/1.13581""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=7652&db=D;30
79;Can you find datasets about Health care services and policies in Germany during the 2020s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Health care services and policies in Germany during the 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Health care services and policies in Germany during the 2020s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Health care services and policies""]";"[""Germany""]";"[""2020"", ""2020""]";2020s;;;;;;ZA7652;Trend Questions Corona (Week 13/2020);"[""10.4232/1.13581""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=7652&db=D;30
80;Can you find datasets about Community, urban and rural life in Germany during the 1960s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Community, urban and rural life in Germany during the 1960s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Community, urban and rural life in Germany during the 1960s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Community, urban and rural life""]";"[""Germany""]";"[""1968"", ""1968""]";1960s;;;;;;ZA1157;Preparatory Investigation according to the Law to Promote Urban  Development (Municipality Data);"[""10.4232/1.1157""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=1157&db=D;31
81;Can you find datasets about Land use and planning in Germany during the 1960s?;"SYSTEM: Do not browse the web. Use only your internal knowledge. Only include datasets that match the query. Do not invent links; if unsure, omit the item.

USER: Query: Can you find datasets about Land use and planning in Germany during the 1960s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";"SYSTEM: Use web search to find relevant datasets. Only include landing pages or DOIs. Do not invent links. Do not call time, date, timestamp, or clock tools.

USER: Query: Can you find datasets about Land use and planning in Germany during the 1960s?
Respond ONLY as JSON in this exact shape: {""items"":[{""title"":""..."",""url_or_doi"":""..."",""justification"":""...""}]}. Put any DOI, URL, landing page, or link in url_or_doi.";V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;"[""Land use and planning""]";"[""Germany""]";"[""1968"", ""1968""]";1960s;;;;;;ZA1157;Preparatory Investigation according to the Law to Promote Urban  Development (Municipality Data);"[""10.4232/1.1157""]";https://dbk.gesis.org/dbksearch/SDESC2.asp?no=1157&db=D;31
