"query_id";"query_variant";"mode";"model";"rank";"returned_title";"returned_url_or_doi";"matched_dataset_id";"match_method";"link_valid";"source_dataset_id";"is_source_dataset";"is_strict_source_dataset";"is_title_source_dataset";"is_gesis_relevant_dataset";"is_strict_gesis_relevant_dataset";"is_title_gesis_relevant_dataset";"justification"
"85";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"International Social Survey Programme: Work Orientations IV - ISSP 2015 (Turkey)";"https://doi.org/10.4232/1.13059";"ZA5520";"doi";"True";"ZA5520";"1";"1";"1";"1";"1";"1";"Exact dataset match. GESIS study ZA5520, Version 1.0.0, covering Turkey with 1,535 respondents; the Turkey data were released separately from the integrated ISSP 2015 file."
"86";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"EVS - European Values Study 1999 - Great Britain";"https://doi.org/10.4232/1.3165";"ZA3777";"title_exact";"False";"ZA3777";"1";"0";"1";"1";"0";"1";"Dataset record for the Great Britain component of the 1999 European Values Study."
"87";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Young People and Adults '85 (Adult)";"https://doi.org/10.4232/1.1439";"ZA1439";"doi";"True";"ZA1439";"1";"1";"1";"1";"1";"1";"Exact title match in the GESIS Data Archive; identified as ZA1439 Data file Version 1.0.0."
"88";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Flash Eurobarometer 223 (Euro Introduction in Malta)";"https://doi.org/10.4232/1.4809";"ZA4809";"doi";"True";"ZA4809";"1";"1";"1";"1";"1";"1";"Exact matching dataset published by the GESIS Data Archive (ZA4809), Version 1.0.0, based on fieldwork conducted in Malta in February 2008."
"89";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Election Study 1987 (Politbarometer, November 1986)";"https://search.gesis.org/research_data/ZA1536?doi=10.4232%2F1.1536";"ZA1536";"dataset_id";"True";"ZA1529";"0";"0";"1";"0";"0";"1";"GESIS identifies the requested November 1986 survey as ZA1529; it is archived as a component study of the Election Study 1987 (Trend Investigation), ZA1536, whose landing page explicitly states that it combines ZA1520 through ZA1532 and covers January 1986 through February 1987."
"91";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Representatives in the Reichstag in the Weimar Republic 1919-1933";"https://doi.org/10.4232/1.8007";"ZA8007";"doi";"True";"ZA8007";"1";"1";"1";"1";"1";"1";"Exact matching dataset in the GESIS data catalog, study ZA8007, Version 1.0.0."
"93";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Eurobarometer 47.2 (Apr-Jun 1997)";"https://www.gesis.org/en/eurobarometer-data-service/data-and-documentation/standard-special-eb/study-overview/eurobarometer-472-za-2937-apr-jun-1997";"ZA2937";"title_exact";"False";"ZA2937";"1";"0";"1";"1";"0";"1";"Official GESIS dataset landing page for Eurobarometer 47.2, ZA Study No. 2937, with fieldwork in April-June 1997."
"95";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"GLES Tracking October 2022, T53";"https://doi.org/10.4232/1.14036";"ZA7711";"doi";"True";"ZA7711";"1";"1";"1";"1";"1";"1";"Exact dataset match. GESIS identifies it as study ZA7711, data file version 1.0.0, with DOI 10.4232/1.14036."
"96";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Datenaufbereitung der MA-IntermediaPlus: Teil 3. Prozess-Schritt 3 „Harmonisierung Anwenden“ mit charmstana";"https://doi.org/10.7802/2341";"SDN-10.7802-2341";"title_exact";"False";"SDN-10.7802-2341";"1";"0";"1";"1";"0";"1";"Exact title match. The Hochschule Düsseldorf project page identifies Inga Brentel (2021) as the creator, GESIS/SoWiDataNet as the repository, version 1.0.0, and DOI 10.7802/2341."
"97";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"EUvox2014: Voting Advice Application data for the 2014 European Parliament elections";"https://doi.org/10.7910/DVN/27485";"SDN-10.7802-1750";"title_exact";"False";"SDN-10.7802-1750";"1";"0";"1";"1";"0";"1";"Dataset record matching the requested EUvox2014 Voting Advice Application data for the 2014 European Parliament elections."
"98";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Präventionssurvey Rheinland-Pfalz (Prevention Survey Rhineland-Palatinate), 2006";"https://access.gesis.org/dbk/66467";"missy-mz-2006";"title_fuzzy";"False";"ZA5533";"0";"0";"0";"0";"0";"0";"GESIS landing page/documentation for the dataset titled Präventionssurvey Rheinland-Pfalz; the methods report identifies the field period as November 2006, N=990, and describes the archived SPSS dataset."
"99";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Interval Study: Development Factors and Development Forms of Young People in the GDR (1968-1980) IS I - 1970 (3rd Wave)";"";"ZA6151";"title_exact";"False";"ZA6151";"1";"0";"1";"1";"0";"1";"Dataset record not yet verified."
"100";"V3_TITLE_ONLY";"WEB_SEARCH";"chat-latest";"1";"Politbarometer (February 1990)";"https://doi.org/10.4232/1.1990";"ZA1922";"title_exact";"False";"ZA1922";"1";"0";"1";"1";"0";"1";"Dataset landing page/DOI for the requested Politbarometer study from February 1990."
