variant_short;query_id;query_variant;mode;model;rank;source_dataset_id;returned_title;returned_url_or_doi;matched_dataset_id;is_strict_source_dataset;is_source_dataset;is_title_source_dataset;is_strict_gesis_relevant_dataset;is_gesis_relevant_dataset;link_valid;match_method;title_match_method
V2;4;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;4;ZA7500;Generations and Gender Survey - Round I (GGS-I);https://www.ggp-i.org/data/generations-and-gender-survey/ggs-round-1/;ZA8913;0;0;0;0;1;False;title_exact;title_exact
V2;4;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;5;ZA7500;Generations & Gender Programme Data Catalog;https://www.ggp-i.org/data-catalog/;ZA8913;0;0;0;0;1;False;title_exact;title_exact
V2;4;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;6;ZA7500;International Social Survey Programme: Family and Changing Gender Roles IV - ISSP 2012;https://doi.org/10.4232/1.12661;ZA5900;0;0;0;0;0;True;doi;title_exact
V2;4;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;7;ZA7500;ISSP 2022 - Family and Changing Gender Roles;https://www.gesis.org/en/issp/data-and-documentation/family-and-changing-gender-roles/2022;ZA8980;0;0;0;0;0;False;title_exact;title_exact
V2;4;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;8;ZA7500;European Social Survey Data Portal;https://www.europeansocialsurvey.org/data-portal;ZA4512;0;0;0;0;0;False;title_fuzzy;title_fuzzy
V2;4;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;9;ZA7500;Eurostat - Demography, Population Stock and Balance Database;https://ec.europa.eu/eurostat/web/population-demography/demography-population-stock-balance;ZA0542;0;0;0;0;0;False;title_fuzzy;title_fuzzy
V2;4;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;10;ZA7500;Eurostat - Marriages (demo_nup);https://ec.europa.eu/eurostat/cache/metadata/EN/demo_nup_esms.htm;;0;0;0;0;0;False;unmatched;unmatched
V2;4;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;11;ZA7500;United Nations World Marriage Data 2019;https://www.un.org/development/desa/pd/sites/www.un.org.development.desa.pd/files/files/documents/2021/Jan/undesa_pd_2019_world_marriage_metadata.pdf;ZA1711;0;0;0;0;0;False;title_fuzzy;title_fuzzy
V2;5;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;1;ZA7500;European Values Study 2017: Integrated Dataset (EVS 2017);https://doi.org/10.4232/1.13897;ZA7500;1;1;1;1;1;True;doi;title_exact
V2;5;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;2;ZA7500;Joint European Values Study / World Values Survey 2017-2022 Dataset;https://doi.org/10.4232/1.14320;ZA7505;0;0;1;1;1;True;doi;title_fuzzy
V2;5;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;3;ZA7500;World Values Survey Wave 7 (2017-2022);https://doi.org/10.14281/18241.24;;0;0;0;0;0;False;unmatched;unmatched
V2;5;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;4;ZA7500;European Social Survey Data Portal;https://www.europeansocialsurvey.org/data-portal;ZA4512;0;0;0;0;0;False;title_fuzzy;title_fuzzy
V2;5;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;5;ZA7500;Comparative Study of Electoral Systems Module 4 (2011-2016);https://doi.org/10.7804/cses.module4.2018-05-29;ZA5182;0;0;0;0;0;True;doi;title_fuzzy
V2;5;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;6;ZA7500;Comparative Study of Electoral Systems Module 5 (2016-2021);https://doi.org/10.7804/cses.module5.2023-07-25;ZA7557;0;0;0;1;1;True;doi;title_fuzzy
V2;5;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;7;ZA7500;CSES Integrated Module Dataset (IMD), Phase 4;https://doi.org/10.7804/cses.imd.2024-02-27;ZA7481;0;0;0;0;1;False;title_fuzzy;title_fuzzy
V2;5;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;8;ZA7500;CSES Module 6: Representative Democracy Under Pressure (2021-2026), Second Advance Release;https://doi.org/10.7804/cses.module6.2025-12-16;ZA7748;0;0;0;1;1;True;doi;title_fuzzy
V2;5;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;9;ZA7500;International Social Survey Programme: Citizenship II - ISSP 2014;https://doi.org/10.4232/1.12590;ZA6670;0;0;0;0;0;True;doi;title_exact
V2;5;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;10;ZA7500;International Social Survey Programme: Role of Government V - ISSP 2016;https://doi.org/10.4232/1.13052;ZA6900;0;0;0;0;0;True;doi;title_exact
V2;5;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;11;ZA7500;International Social Survey Programme: Social Inequality V - ISSP 2019;https://doi.org/10.4232/1.14009;ZA7600;0;0;0;1;1;True;doi;title_exact
V2;6;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;1;ZA7500;European Values Study 2017: Integrated Dataset (EVS 2017);https://doi.org/10.4232/1.13511;ZA7500;0;1;1;0;1;False;title_exact;title_exact
V2;6;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;2;ZA7500;Joint EVS/WVS 2017-2022 Dataset;https://doi.org/10.4232/1.14320;ZA7505;0;0;0;1;1;True;doi;title_exact
V2;6;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;3;ZA7500;International Social Survey Programme: Family and Changing Gender Roles IV - ISSP 2012;https://doi.org/10.4232/1.12661;ZA5900;0;0;0;0;0;True;doi;title_exact
V2;6;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;4;ZA7500;International Social Survey Programme: Family and Changing Gender Roles V - ISSP 2022;https://access.gesis.org/dbk/79136;ZA8980;0;0;0;0;0;False;title_exact;title_exact
V2;6;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;5;ZA7500;European Social Survey Data Portal;https://www.europeansocialsurvey.org/data-portal;ZA4512;0;0;0;0;0;False;title_fuzzy;title_fuzzy
V2;6;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;6;ZA7500;Generations & Gender Programme Data Catalog;https://www.ggp-i.org/data-catalog/;ZA8913;0;0;0;0;0;False;title_exact;title_exact
V2;6;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;7;ZA7500;Generations and Gender Survey - Round II;https://www.ggp-i.org/data/generations-and-gender-survey/ggs-round-2/;ZA8913;0;0;0;0;0;False;title_exact;title_exact
V2;6;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;8;ZA7500;Generations & Gender Programme Harmonized Histories;https://www.ggp-i.org/data/harmonized-histories/;ZA8913;0;0;0;0;0;False;title_exact;title_exact
V2;6;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;9;ZA7500;EIGE Gender Equality Index Data;https://eige.europa.eu/gender-equality-index/2023/country;;0;0;0;0;0;False;unmatched;unmatched
V2;6;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;10;ZA7500;EIGE Gender Statistics Database - Gender Equality Index;https://eige.europa.eu/gender-statistics/dgs/browse/index;SDN-10.7802-2786;0;0;0;0;0;False;title_fuzzy;title_fuzzy
V2;6;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;11;ZA7500;UNECE Data Portal - Gender Statistics;https://stats.unece.org/;;0;0;0;0;0;False;unmatched;unmatched
V2;8;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;1;ZA9144;Special Eurobarometer 508 / Eurobarometer 94.1 (2020): Values and Identities of EU Citizens;https://data.europa.eu/data/datasets/s2230-94-1-508-eng?locale=en;ZA7749;0;0;0;0;0;False;title_fuzzy;title_fuzzy
V2;8;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;2;ZA9144;Eurobarometer 94.1 (2020) (ZA7749);https://search.gesis.org/research_data/ZA7749;ZA7749;0;0;0;0;0;True;dataset_id;title_exact
V2;8;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;3;ZA9144;European Social Survey Round 10 (2020-2022);https://doi.org/10.21338/NSD-ESS10-2020;ZA5145;0;0;0;0;0;False;title_fuzzy;title_fuzzy
V2;8;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;4;ZA9144;European Social Survey Data Portal;https://www.europeansocialsurvey.org/data-portal;ZA4512;0;0;0;0;0;False;title_fuzzy;title_fuzzy
V2;8;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;5;ZA9144;International Social Survey Programme: National Identity & Citizenship - ISSP 2023 (ZA10010);https://doi.org/10.4232/5.ZA10010.1.0.0;ZA10010;0;0;0;0;0;True;doi;title_exact
V2;8;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;6;ZA9144;Joint EVS/WVS Dataset 2017-2022;https://doi.org/10.4232/1.13899;ZA7505;0;0;0;0;0;False;title_exact;title_exact
V2;8;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;7;ZA9144;World Values Survey Wave 7 / Time-Series Dataset;https://doi.org/10.14281/18241.17;;0;0;0;0;0;False;unmatched;unmatched
V2;9;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;1;ZA9144;Standard Eurobarometer 101 – Spring 2024;https://data.europa.eu/data/datasets/s3216_101_3_std101_eng?locale=en;;0;0;0;0;0;False;unmatched;unmatched
V2;9;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;2;ZA9144;European Social Survey (ESS) Data Portal – Rounds 10 and 11;https://www.europeansocialsurvey.org/data-portal;ZA5145;0;0;0;0;0;False;title_fuzzy;title_fuzzy
V2;9;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;3;ZA9144;European Election Study 2024 – Voter Study;https://www.gesis.org/en/services/finding-and-accessing-data/international-survey-programs/european-election-studies/ees-2024-study;ZA8975;0;0;0;0;1;False;title_exact;title_exact
V2;9;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;4;ZA9144;Comparative Study of Electoral Systems (CSES), Module 6 (2021–2026);https://www.gesis.org/en/services/finding-and-accessing-data/cses;SDN-10.7802-1265;0;0;0;0;0;False;title_fuzzy;title_fuzzy
V2;9;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;5;ZA9144;Manifesto Project Dataset / Manifesto Corpus;https://manifesto-project.wzb.eu/datasets;;0;0;0;0;0;False;unmatched;unmatched
V2;9;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;6;ZA9144;ParlGov – Parliaments and Governments Database;https://www.parlgov.org/data-info/;SDN-10.7802-2786;0;0;0;0;0;False;title_fuzzy;title_fuzzy
V2;9;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;7;ZA9144;ParlGov 2020 Release;https://doi.org/10.7910/DVN/Q6CVHX;missy-mz-2020;0;0;0;0;0;False;title_fuzzy;title_fuzzy
V2;9;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;8;ZA9144;Joint EVS/WVS Dataset 2017–2022;https://doi.org/10.4232/1.13899;ZA7505;0;0;0;0;0;False;title_fuzzy;title_fuzzy
V2;9;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;9;ZA9144;Eurostat – Persons eligible to vote in the 2024 European Parliament elections (demo_popep);https://ec.europa.eu/eurostat/cache/metadata/en/demo_popep_esms.htm;ZA8975;0;0;0;0;1;False;title_fuzzy;title_fuzzy
V2;9;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;10;ZA9144;Flash Eurobarometer – Youth Survey 2024;https://data.europa.eu/data/datasets/s3392_fl013ep_eng?locale=en;ZA5464;0;0;0;0;0;False;title_fuzzy;title_fuzzy
V2;10;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;1;ZA9144;Special Eurobarometer 500: Future of Europe (2020);https://data.europa.eu/data/datasets/s2256_94_1_500_eng?locale=en;ZA7739;0;0;0;0;0;False;title_fuzzy;title_fuzzy
V2;10;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;2;ZA9144;Eurobarometer 93.1 (July-August 2020);https://www.gesis.org/en/eurobarometer-data-service/data-and-documentation/standard-special-eb/study-overview/eurobarometer-931-za7649-july-august-2020;ZA7649;0;0;0;0;0;True;dataset_id;title_fuzzy
V2;10;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;3;ZA9144;Eurobarometer 94.3 (2021) / Standard Eurobarometer 94;https://doi.org/10.4232/1.14076;ZA7780;0;0;0;0;0;True;doi;title_exact
V2;10;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;4;ZA9144;Eurobarometer 95.3 (June-July 2021);https://www.gesis.org/en/eurobarometer-data-service/data-and-documentation/standard-special-eb/study-overview/eurobarometer-953-za7783-june-july-2021;ZA7783;0;0;0;0;0;True;dataset_id;title_fuzzy
V2;10;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;5;ZA9144;Eurobarometer 99.4 (May-June 2023);https://doi.org/10.4232/1.14167;ZA7997;0;0;0;0;0;True;doi;title_fuzzy
V2;10;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;6;ZA9144;European Social Survey Round 10 (2020-22): Democracy, Digital Social Contacts;https://doi.org/10.21338/NSD-ESS10-2020;ZA5145;0;0;0;0;0;False;title_fuzzy;title_fuzzy
V2;10;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;7;ZA9144;European Social Survey Data Portal: Round 11 (2023/24);https://www.europeansocialsurvey.org/data-portal;ZA5145;0;0;0;0;0;False;title_fuzzy;title_fuzzy
V2;10;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;8;ZA9144;Manifesto Project Dataset;https://manifesto-project.wzb.eu/;ZA7891;0;0;0;0;0;False;title_fuzzy;title_fuzzy
V2;10;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;9;ZA9144;Manifesto Project Dataset, version 2025a;https://doi.org/10.25522/manifesto.mpds.2025a;;0;0;0;0;0;False;unmatched;unmatched
V2;10;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;10;ZA9144;ParlGov 2020 Release;https://doi.org/10.7910/DVN/Q6CVHX;missy-mz-2020;0;0;0;0;0;False;title_fuzzy;title_fuzzy
V2;10;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;11;ZA9144;Comparative Political Data Set 1960-2023 (CPDS);https://datafinder.qog.gu.se/dataset/cpds;;0;0;0;0;0;False;unmatched;unmatched
V2;10;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;12;ZA9144;V-Dem Dataset Archive;https://www.v-dem.net/data/dataset-archive/;;0;0;0;0;0;False;unmatched;unmatched
V2;10;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;13;ZA9144;European Commission/Eurostat Enlargement Statistics;https://ec.europa.eu/eurostat/web/international-cooperation/regional-cooperation/enlargement;;0;0;0;0;0;False;unmatched;unmatched
V2;12;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;1;ZA9144;V-Dem Dataset;https://www.v-dem.net/data/dataset-archive/;SDN-10.7802-2767;0;0;0;0;0;False;title_fuzzy;title_fuzzy
V2;12;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;2;ZA9144;Quality of Government (QoG) Standard Dataset;https://researchdata.se/en/catalogue/dataset/ext0003-1;;0;0;0;0;0;False;unmatched;unmatched
V2;12;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;3;ZA9144;Worldwide Governance Indicators (WGI);https://www.worldbank.org/en/publication/worldwide-governance-indicators;;0;0;0;0;0;False;unmatched;unmatched
V2;12;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;4;ZA9144;Global State of Democracy Indices;https://www.idea.int/democracytracker/dataset-resources;;0;0;0;0;0;False;unmatched;unmatched
V2;12;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;5;ZA9144;International IDEA Political Finance Database;https://www.idea.int/data-tools/data/political-finance-database;ZA6767;0;0;0;0;0;False;title_fuzzy;title_fuzzy
V2;12;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;6;ZA9144;International IDEA Voter Turnout Database;https://www.idea.int/data-tools/data/region-compare?database_theme=293;ZA6767;0;0;0;0;0;False;title_fuzzy;title_fuzzy
V2;12;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;7;ZA9144;Parliaments and Governments Database (ParlGov), Release 2024;https://doi.org/10.7910/DVN/2VZ5ZC;SDN-10.7802-2786;0;0;0;0;0;False;title_fuzzy;title_fuzzy
V2;12;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;8;ZA9144;Manifesto Project Dataset;https://manifesto-project.wzb.eu/;ZA7891;0;0;0;0;0;False;title_fuzzy;title_fuzzy
V2;12;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;9;ZA9144;Chapel Hill Expert Survey (CHES-Europe);https://www.chesdata.eu/ches-europe/;;0;0;0;0;0;False;unmatched;unmatched
V2;12;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;10;ZA9144;European Social Survey Data Portal;https://www.europeansocialsurvey.org/data-portal;ZA4512;0;0;0;0;0;False;title_fuzzy;title_fuzzy
V2;12;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;11;ZA9144;TRUEDEM: Trust in European Democracies (2023–2025);https://www.truedemdata.eu/oda/truedem;;0;0;0;0;0;False;unmatched;unmatched
V2;12;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;12;ZA9144;European Quality of Government Index (EQI);https://datafinder.qog.gu.se/download/eqi;;0;0;0;0;0;False;unmatched;unmatched
V2;12;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;13;ZA9144;Political Data Yearbook Interactive;https://politicaldatayearbook.com/;;0;0;0;0;0;False;unmatched;unmatched
V2;12;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;14;ZA9144;2024 European Parliament Election Results Data;https://results.elections.europa.eu/en/tools/download-datasheets/;ZA8975;0;0;0;0;1;False;title_exact;title_exact
V2;12;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;15;ZA9144;Eurostat: Persons Eligible to Vote in the 2024 European Parliament Elections;https://ec.europa.eu/eurostat/cache/metadata/en/demo_popep_esms.htm;ZA4921;0;0;0;0;0;False;title_fuzzy;title_fuzzy
V2;13;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;1;ZA9144;Eurostat Database: Economy and finance;https://ec.europa.eu/eurostat/web/main/data/database;;0;0;0;0;0;False;unmatched;unmatched
V2;13;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;2;ZA9144;Eurostat: European Statistical Recovery Dashboard;https://ec.europa.eu/eurostat/cache/recovery-dashboard/;;0;0;0;0;0;False;unmatched;unmatched
V2;13;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;3;ZA9144;World Bank: World Development Indicators;https://databank.worldbank.org/source/world-development-indicators;ZA4801;0;0;0;0;0;False;title_fuzzy;title_fuzzy
V2;13;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;4;ZA9144;IMF World Economic Outlook Database;https://www.imf.org/en/Publications/WEO/weo-database;SDN-10.7802-2786;0;0;0;0;0;False;title_fuzzy;title_fuzzy
V2;13;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;5;ZA9144;IMF International Financial Statistics;https://data.imf.org/IFS;ZA6767;0;0;0;0;0;False;title_fuzzy;title_fuzzy
V2;13;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;6;ZA9144;OECD Economic Outlook: Statistics and Projections;https://www.oecd.org/en/publications/oecd-economic-outlook-volume-2026-issue-1_b4926776-en.html;;0;0;0;0;0;False;unmatched;unmatched
V2;13;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;7;ZA9144;UNECE Statistical Database: Economic Statistics;https://w3.unece.org/PXWeb/en;;0;0;0;0;0;False;unmatched;unmatched
V2;13;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;8;ZA9144;EBRD Transition Report Data;https://www.ebrd.com/home/what-we-do/office-of-the-chief-economist/transition-report.html;;0;0;0;0;0;False;unmatched;unmatched
V2;13;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;9;ZA9144;European Commission AMECO Database;https://economy-finance.ec.europa.eu/economic-research-and-databases/economic-databases/ameco-database_en;SDN-10.7802-2786;0;0;0;0;0;False;title_fuzzy;title_fuzzy
V2;13;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;10;ZA9144;World Bank Global Economic Monitor;https://databank.worldbank.org/source/global-economic-monitor-(gem);;0;0;0;0;0;False;unmatched;unmatched
V2;13;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;11;ZA9144;World Bank Europe and Central Asia Economic Update;https://www.worldbank.org/en/region/eca/publication/europe-and-central-asia-economic-update;;0;0;0;0;0;False;unmatched;unmatched
V2;13;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;12;ZA9144;European Commission Business and Consumer Surveys;https://economy-finance.ec.europa.eu/economic-forecast-and-surveys/business-and-consumer-surveys_en;ZA0132;0;0;0;0;0;False;title_fuzzy;title_fuzzy
V2;14;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;1;ZA9144;UCDP Georeferenced Event Dataset (GED);https://ucdp.uu.se/downloads/;;0;0;0;0;0;False;unmatched;unmatched
V2;14;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;2;ZA9144;UCDP Candidate Events Dataset;https://ucdp.uu.se/downloads/;ZA5718;0;0;0;0;0;False;title_fuzzy;title_fuzzy
V2;14;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;3;ZA9144;UCDP/PRIO Armed Conflict Dataset;https://ucdp.uu.se/downloads/;;0;0;0;0;0;False;unmatched;unmatched
V2;14;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;4;ZA9144;UCDP Battle-Related Deaths Dataset;https://ucdp.uu.se/downloads/;;0;0;0;0;0;False;unmatched;unmatched
V2;14;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;5;ZA9144;UCDP Non-State Conflict Dataset;https://ucdp.uu.se/downloads/;;0;0;0;0;0;False;unmatched;unmatched
V2;14;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;6;ZA9144;UCDP One-Sided Violence Dataset;https://ucdp.uu.se/downloads/;;0;0;0;0;0;False;unmatched;unmatched
V2;14;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;7;ZA9144;ACLED Conflict Data;https://acleddata.com/conflict-data/download-data;;0;0;0;0;0;False;unmatched;unmatched
V2;14;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;8;ZA9144;Eurostat: Police-recorded offences by offence category (crim_off_cat);https://ec.europa.eu/eurostat/databrowser/view/crim_off_cat/default/table?lang=en;;0;0;0;0;0;False;unmatched;unmatched
V2;14;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;9;ZA9144;Eurostat: Police-recorded offences by NUTS 3 region (crim_gen_reg);https://ec.europa.eu/eurostat/cache/metadata/EN/crim_gen_reg_esms.htm;;0;0;0;0;0;False;unmatched;unmatched
V2;14;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;10;ZA9144;Eurostat: Trafficking in human beings (crim_thb);https://ec.europa.eu/eurostat/cache/metadata/en/crim_thb_esms.htm;;0;0;0;0;0;False;unmatched;unmatched
V2;14;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;11;ZA9144;UNODC Data Portal;https://data.unodc.org/datasearch;;0;0;0;0;0;False;unmatched;unmatched
V2;14;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;12;ZA9144;World Bank: Intentional homicides (per 100,000 people);https://genderdata.worldbank.org/en/indicator/vc-ihr-psrc-p5?view=trend;;0;0;0;0;0;False;unmatched;unmatched
V2;14;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;13;ZA9144;Global Peace Index Data;https://www.visionofhumanity.org/maps/;;0;0;0;0;0;False;unmatched;unmatched
V2;15;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;1;ZA9151;Bundestagswahl 2025 – Open Data;https://bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse/opendata.html;;0;0;0;0;0;False;unmatched;unmatched
V2;15;V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC;WEB_SEARCH;chat-latest;2;ZA9151;Bundestagswahl 2021 – Results;https://bundeswahlleiterin.de/bundestagswahlen/2021/ergebnisse.html;missy-mz-2021;0;0;0;0;0;False;title_fuzzy;title_fuzzy
