query_id,query_text,query_variant
189,"[""Social behaviour and attitudes"", ""Crime and law enforcement"", ""International politics and organisations"", ""Conflict, security and peace"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections"", ""Economic conditions and indicators"", ""Economic policy, public expenditure and revenue"", ""Economic systems and development""] [""Berlin"", ""Baden-Württemberg"", ""Bavaria"", ""Bremen"", ""Hesse"", ""Hamburg"", ""Lower Saxony"", ""North Rhine-Westphalia"", ""Rhineland-Palatinate"", ""Saarland"", ""Schleswig-Holstein""]",V3_TOPIC_COUNTRY
190,"[""Higher and further education"", ""Political behaviour and attitudes"", ""Government, political systems and organisations""] [""Germany""]",V3_TOPIC_COUNTRY
191,"[""HISTORY""] [""South Carolina"", ""Massachusetts""]",V3_TOPIC_COUNTRY
192,"[""International politics and organisations"", ""POLITICS"", ""Conflict, security and peace"", ""Political behaviour and attitudes"", ""Political ideology""] [""Belgium"", ""Bulgaria"", ""Czech Republic"", ""Denmark"", ""Germany"", ""Estonia"", ""Ireland"", ""Greece"", ""Spain"", ""France"", ""Italy"", ""Cyprus"", ""Latvia"", ""Lithuania"", ""Luxembourg"", ""Hungary"", ""Malta"", ""Netherlands"", ""Austria"", ""Poland"", ""Portugal"", ""Romania"", ""Slovenia"", ""Slovakia"", ""Finland"", ""Sweden"", ""Croatia""]",V3_TOPIC_COUNTRY
193,"[""Employment"", ""Migration"", ""Cultural activities and participation"", ""Equality, inequality and social exclusion"", ""Economic conditions and indicators""] [""German Democratic Republic (1949-1990)""]",V3_TOPIC_COUNTRY
194,"[""Migration"", ""Physical fitness and exercise"", ""Specific diseases, disorders and medical conditions"", ""Government, political systems and organisations"", ""Political behaviour and attitudes"", ""Social welfare policy"", ""Specific social services: use and availability"", ""Employment""] [""Germany""]",V3_TOPIC_COUNTRY
195,"[""Employment"", ""Leisure, tourism and sport"", ""Reproductive health"", ""Specific diseases, disorders and medical conditions"", ""Family life and marriage"", ""Gender and gender roles""] [""German Democratic Republic (1949-1990)""]",V3_TOPIC_COUNTRY
196,"[""LAW, CRIME AND LEGAL SYSTEMS"", ""Crime and law enforcement"", ""International politics and organisations""] [""Belgium"", ""Denmark"", ""Germany"", ""Greece"", ""Spain"", ""Finland"", ""France"", ""Ireland"", ""Italy"", ""Luxembourg"", ""Netherlands"", ""Austria"", ""Portugal"", ""Sweden"", ""United Kingdom"", ""Bulgaria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Romania"", ""Slovakia"", ""Slovenia"", ""Croatia""]",V3_TOPIC_COUNTRY
197,"[""Media"", ""POLITICS"", ""Political behaviour and attitudes"", ""Government, political systems and organisations""] [""Germany""]",V3_TOPIC_COUNTRY
198,"[""Community, urban and rural life""] [""North Rhine-Westphalia""]",V3_TOPIC_COUNTRY
199,"[""Business/industrial management and organisation""] [""Rhineland-Palatinate"", ""North Rhine-Westphalia""]",V3_TOPIC_COUNTRY
200,"[""Working conditions"", ""Vocational education and training"", ""Occupational health""] [""Hesse""]",V3_TOPIC_COUNTRY
201,"[""HISTORY""] [""Historical German lands (-1871)"", ""German Reich (1871-1945)"", ""Germany"", """"]",V3_TOPIC_COUNTRY
202,"[""Employment"", ""Cultural activities and participation"", ""Specific diseases, disorders and medical conditions"", ""Media"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Family life and marriage"", ""Youth""] [""German Democratic Republic (1949-1990)""]",V3_TOPIC_COUNTRY
203,"[""Community, urban and rural life"", ""Cultural activities and participation"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Housing""] [""North Rhine-Westphalia""]",V3_TOPIC_COUNTRY
204,"[""Media"", ""Language and linguistics""] [""Belgium"", ""Germany"", ""Spain"", ""Greece"", ""France"", ""Ireland"", ""Italy"", ""Luxembourg"", ""Netherlands"", ""Austria"", ""Portugal"", ""Finland"", ""Slovenia"", ""Cyprus"", ""Malta"", ""Slovakia"", ""Bulgaria"", ""Czech Republic"", ""Denmark"", ""Estonia"", ""Latvia"", ""Hungary"", ""Poland"", ""Romania"", ""Sweden"", ""United Kingdom"", ""Lithuania""]",V3_TOPIC_COUNTRY
205,"[""Working conditions"", ""Occupational health""] [""Belgium"", ""Denmark"", ""Germany"", ""Greece"", ""Spain"", ""Finland"", ""France"", ""Ireland"", ""Italy"", ""Luxembourg"", ""Netherlands"", ""Austria"", ""Portugal"", ""Sweden"", ""United Kingdom"", ""Bulgaria"", ""Cyprus"", ""Czech Republic"", ""Estonia"", ""Hungary"", ""Latvia"", ""Lithuania"", ""Malta"", ""Poland"", ""Romania"", ""Slovakia"", ""Slovenia"", ""Turkey"", ""Croatia"", ""Switzerland"", ""Norway"", ""Albania"", ""Iceland"", ""Montenegro"", ""North Macedonia"", ""Serbia""]",V3_TOPIC_COUNTRY
206,"[""International politics and organisations"", ""Conflict, security and peace""] [""France"", ""Great Britain"", ""Germany"", ""Italy""]",V3_TOPIC_COUNTRY
207,"[""Leisure, tourism and sport"", ""Youth""] [""Germany""]",V3_TOPIC_COUNTRY
208,"[""Migration"", ""Community, urban and rural life"", ""Government, political systems and organisations""] [""North Rhine-Westphalia""]",V3_TOPIC_COUNTRY
209,"[""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections""] [""Czech Republic""]",V3_TOPIC_COUNTRY
210,"[""Compulsory and pre-school education""] [""Schleswig-Holstein""]",V3_TOPIC_COUNTRY
211,"[""Government, political systems and organisations"", ""International politics and organisations"", ""Political behaviour and attitudes""] [""Germany""]",V3_TOPIC_COUNTRY
212,"[""Employment"", ""Higher and further education""] [""Bavaria""]",V3_TOPIC_COUNTRY
213,"[""Employment"", ""Leisure, tourism and sport"", ""Community, urban and rural life"", ""Housing""] [""German Democratic Republic (1949-1990)""]",V3_TOPIC_COUNTRY
214,"[""MEDIA, COMMUNICATION AND LANGUAGE"", ""Information technology""]",V3_TOPIC_COUNTRY
215,"[""Business/industrial management and organisation"", ""Economic systems and development""] [""Belgium"", ""Germany"", ""Denmark"", ""France"", ""Greece"", ""Ireland"", ""Italy"", ""Luxembourg"", ""Netherlands"", ""Portugal"", ""Spain"", ""Great Britain""]",V3_TOPIC_COUNTRY
216,"[""Economic conditions and indicators"", ""Information society"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Equality, inequality and social exclusion"", ""Cultural and national identity"", ""Social behaviour and attitudes"", ""Religion and values""] [""Germany""]",V3_TOPIC_COUNTRY
217,"[""Reproductive health""] [""Germany""]",V3_TOPIC_COUNTRY
218,"[""Religion and values""] [""Algeria"", ""Ghana"", ""Indonesia"", ""Jordan"", ""Kenya"", ""Cambodia"", ""Sri Lanka"", ""Mongolia"", ""Malawi"", ""Malaysia"", ""Nigeria"", ""Nepal"", ""Singapore"", ""Viet Nam""]",V3_TOPIC_COUNTRY
219,"[""Media""] [""German Democratic Republic (1949-1990)""]",V3_TOPIC_COUNTRY
220,"[""HISTORY"", ""Income, property and investment/saving""] [""Germany""]",V3_TOPIC_COUNTRY
221,"[""Higher and further education"", ""Social behaviour and attitudes"", ""Political behaviour and attitudes""] [""Uruguay""]",V3_TOPIC_COUNTRY
222,"[""Consumption and consumer behaviour""] [""Germany""]",V3_TOPIC_COUNTRY
223,"[""Reproductive health"", ""Specific diseases, disorders and medical conditions"", ""Family life and marriage""] [""German Democratic Republic (1949-1990)""]",V3_TOPIC_COUNTRY
224,"[""Employment"", ""Vocational education and training"", ""Higher and further education"", ""Social conditions and indicators"", ""Family life and marriage""] [""North Rhine-Westphalia""]",V3_TOPIC_COUNTRY
225,"[""Medication and treatment"", ""Specific diseases, disorders and medical conditions""] [""Rhineland-Palatinate""]",V3_TOPIC_COUNTRY
226,"[""Youth"", ""EDUCATION"", ""Higher and further education"", ""Migration"", ""Social behaviour and attitudes"", ""Leisure, tourism and sport"", ""Children"", ""Family life and marriage""] [""Germany""]",V3_TOPIC_COUNTRY
227,"[""Community, urban and rural life"", ""Land use and planning""] [""Germany""]",V3_TOPIC_COUNTRY
228,"[""Business/industrial management and organisation"", ""Media""] [""Germany""]",V3_TOPIC_COUNTRY
229,"[""Specific diseases, disorders and medical conditions"", ""MEDIA, COMMUNICATION AND LANGUAGE"", ""Working conditions"", ""Health care services and policies""] [""Germany""]",V3_TOPIC_COUNTRY
230,"[""Government, political systems and organisations"", ""Political behaviour and attitudes"", ""Political ideology""] [""Germany""]",V3_TOPIC_COUNTRY
231,"[""Leisure, tourism and sport"", ""Community, urban and rural life"", ""TRANSPORT AND TRAVEL"", ""Consumption and consumer behaviour""] [""North Rhine-Westphalia""]",V3_TOPIC_COUNTRY
232,"[""HISTORY""] [""Germany""]",V3_TOPIC_COUNTRY
233,"[""Social behaviour and attitudes"", ""Medication and treatment"", ""Specific diseases, disorders and medical conditions"", ""Language and linguistics"", ""International politics and organisations"", ""Political behaviour and attitudes""] [""Belgium"", ""Denmark"", ""Germany"", ""Greece"", ""Spain"", ""France"", ""Ireland"", ""Italy"", ""Luxembourg"", ""Netherlands"", ""Portugal"", ""Great Britain"", ""Northern Ireland"", ""Austria"", ""Sweden"", ""Finland""]",V3_TOPIC_COUNTRY
234,"[""Religion and values"", ""Social behaviour and attitudes"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""SOCIAL STRATIFICATION AND GROUPINGS"", ""Family life and marriage"", ""Economic systems and development""] [""United Kingdom""]",V3_TOPIC_COUNTRY
235,"[""Political behaviour and attitudes"", ""Elections""] [""Saarland""]",V3_TOPIC_COUNTRY
236,"[""Social behaviour and attitudes"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections""] [""Germany""]",V3_TOPIC_COUNTRY
237,"[""Economic systems and development""] [""Malta""]",V3_TOPIC_COUNTRY
238,"[""protest movement"", ""agricultural policy"", ""nutrition policy""] [""Germany"", ""Berlin""]",V3_TOPIC_COUNTRY
239,"[""Social behaviour and attitudes"", ""SOCIAL STRATIFICATION AND GROUPINGS"", ""Family life and marriage""] [""Australia"", ""Austria"", ""Brazil"", ""Canada"", ""Chile"", ""Cyprus"", ""Czech Republic"", ""Denmark"", ""Finland"", ""France"", ""Germany"", ""Great Britain"", ""Hungary"", ""Israel"", ""Italy"", ""Japan"", ""Latvia"", ""New Zealand"", ""Northern Ireland"", ""Norway"", ""Philippines"", ""Poland"", ""Russian Federation"", ""Slovenia"", ""Spain"", ""South Africa"", ""Switzerland"", ""United States of America""]",V3_TOPIC_COUNTRY
240,"[""Crime and law enforcement"", ""Legislation and legal systems"", ""PSYCHOLOGY"", ""Family life and marriage"", ""Community, urban and rural life"", ""Leisure, tourism and sport"", ""Social behaviour and attitudes"", ""Time use"", ""Vocational education and training"", ""Employment""] [""Duisburg""]",V3_TOPIC_COUNTRY
241,"[""International politics and organisations"", ""Political behaviour and attitudes""] [""Denmark"", ""Germany"", ""Spain"", ""France"", ""Ireland"", ""Italy"", ""Portugal"", ""United Kingdom"", ""Estonia"", ""Hungary"", ""Slovenia""]",V3_TOPIC_COUNTRY
242,"[""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections"", ""Economic systems and development""] [""Germany""]",V3_TOPIC_COUNTRY
243,"[""Compulsory and pre-school education"", ""Children""] [""Hesse""]",V3_TOPIC_COUNTRY
244,"[""Diet and nutrition"", ""General health and well-being"", ""Medication and treatment"", ""Specific diseases, disorders and medical conditions""] [""German Democratic Republic (1949-1990)""]",V3_TOPIC_COUNTRY
245,"[""Crime and law enforcement""] [""Germany""]",V3_TOPIC_COUNTRY
246,"[""HISTORY""] [""Germany"", ""England"", ""Sweden"", ""United States of America""]",V3_TOPIC_COUNTRY
247,"[""MEDIA, COMMUNICATION AND LANGUAGE"", ""SOCIAL STRATIFICATION AND GROUPINGS""] [""Illinois""]",V3_TOPIC_COUNTRY
248,"[""Social conditions and indicators"", ""Youth""] [""Germany""]",V3_TOPIC_COUNTRY
249,"[""Social behaviour and attitudes"", ""Media"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections"", ""Economic policy, public expenditure and revenue"", ""Economic systems and development""] [""Germany""]",V3_TOPIC_COUNTRY
250,"[""Employment"", ""Community, urban and rural life"", ""TRADE, INDUSTRY AND MARKETS"", ""Specific social services: use and availability""] [""Lagos""]",V3_TOPIC_COUNTRY
251,"[""affectedness"", ""epidemic"", ""comparison"", ""reference group"", ""social status"", ""satisfaction with life""] [""Germany""]",V3_TOPIC_COUNTRY
252,"[""International politics and organisations"", ""Conflict, security and peace"", ""Government, political systems and organisations"", ""Economic systems and development""] [""Germany""]",V3_TOPIC_COUNTRY
253,"[""Social conditions and indicators"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections""] [""Germany""]",V3_TOPIC_COUNTRY
254,"[""Political behaviour and attitudes"", ""SOCIAL STRATIFICATION AND GROUPINGS"", ""Minorities"", ""Equality, inequality and social exclusion"", ""Cultural and national identity""] [""Germany""]",V3_TOPIC_COUNTRY
255,"[""Religion and values"", ""Social behaviour and attitudes"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""SOCIAL STRATIFICATION AND GROUPINGS"", ""Family life and marriage"", ""Economic systems and development""] The adult population 18 years old and older.",V4_TOPIC_UNIVERSE
256,"[""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections""] No specific information",V4_TOPIC_UNIVERSE
257,"[""Crime and law enforcement"", ""Legislation and legal systems"", ""PSYCHOLOGY"", ""Family life and marriage"", ""Community, urban and rural life"", ""Leisure, tourism and sport"", ""Social behaviour and attitudes"", ""Time use"", ""Vocational education and training"", ""Employment""] Those young people who mathematically belong to the 12th grade of a Duisburg school or, in the case of a change of school to a vocational college or the end of their school career, would belong to the 12th grade, and who have participated in the annual survey since attending the 7th or 8th grade.",V4_TOPIC_UNIVERSE
258,"[""Leisure, tourism and sport"", ""Community, urban and rural life"", ""TRANSPORT AND TRAVEL"", ""Consumption and consumer behaviour""] Sample of persons 14 years old and older in the cities Cologne, Bonn and Leverkusen as well as in the Erft district, in the district of Euskirchen, in the Rhein-Sieg district, in the Rheinisch-Bergisch district and in the Oberbergisch district",V4_TOPIC_UNIVERSE
259,"[""Employment"", ""Higher and further education""] Sample of graduates of the University and the Technical College in Munich, who completed their studies in 1972.",V4_TOPIC_UNIVERSE
260,"[""protest movement"", ""agricultural policy"", ""nutrition policy""] Die Grundgesamtheit sind Protestierende auf der Demonstration ""Wir haben es satt!"" am 20. Januar 2024 in Berlin, die mindestens 14 Jahre alt sind.",V4_TOPIC_UNIVERSE
261,"[""Reproductive health"", ""Specific diseases, disorders and medical conditions"", ""Family life and marriage""] Persons between the ages of 16 - 59 years",V4_TOPIC_UNIVERSE
262,"[""Employment"", ""Community, urban and rural life"", ""TRADE, INDUSTRY AND MARKETS"", ""Specific social services: use and availability""] Women old enough to be employed.",V4_TOPIC_UNIVERSE
263,"[""Social conditions and indicators"", ""Political behaviour and attitudes"", ""Youth"", ""Economic systems and development""] Young GDR refugees 14 - 24 years old.",V4_TOPIC_UNIVERSE
264,"[""Cultural and national identity"", ""Minorities"", ""International politics and organisations"", ""Migration""]",V4_TOPIC_UNIVERSE
265,"[""Media"", ""Language and linguistics""] Internet users aged 15 years and above in each of the EU27 Member States",V4_TOPIC_UNIVERSE
266,"[""International politics and organisations"", ""Conflict, security and peace""] Befragte im Alter von 21 Jahren und älter",V4_TOPIC_UNIVERSE
267,"[""Leisure, tourism and sport"", ""Youth""] Young people and their parents in 73 clubhouses with ´open door´ character. The leisure clubhouses were determined according to stratified random sample.",V4_TOPIC_UNIVERSE
268,"[""Higher and further education"", ""Social behaviour and attitudes"", ""Political behaviour and attitudes""] Students of the University of Montevideo.",V4_TOPIC_UNIVERSE
269,"[""Social behaviour and attitudes"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Equality, inequality and social exclusion""] Persons of German citizenship 18 years old and older",V4_TOPIC_UNIVERSE
270,"[""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections""] The permanent residents of 15 years of age and older.",V4_TOPIC_UNIVERSE
271,"[""Economic conditions and indicators"", ""Economic policy, public expenditure and revenue"", ""TRADE, INDUSTRY AND MARKETS"", ""Business/industrial management and organisation""] Decision-makers of legally independent private and public companies with economic activities in Germany",V4_TOPIC_UNIVERSE
272,"[""HISTORY""] All 1794 members of the Weimar National Assembly and the Reichstag from 1920 to 1933 the Reichstag which emerged from the March elections of 1933.",V4_TOPIC_UNIVERSE
273,"[""Political behaviour and attitudes"", ""Elections""] Wahlberechtigte Wohnbevölkerung",V4_TOPIC_UNIVERSE
274,"[""Social behaviour and attitudes"", ""Media"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections"", ""Economic policy, public expenditure and revenue"", ""Economic systems and development""] The population comprises all German citizens who were eligible to vote when the survey was conducted. Due to the fact that this was an online survey not everybody who was eligible to vote had a probability to get selected for this Online Tracking. Therefore the population comprises all persons with German citizenship resident in the Federal Republic of Germany and being part of the LINK Internet Panel, who had a minimum age of 18 years, who lived in Germany and used at least once a week the Internet for private reasons. This group comprised nearly 40000 active Panel members in the LINK Internet Panel. Panel members were recruited exclusively by phone.",V4_TOPIC_UNIVERSE
275,"[""Leisure, tourism and sport"", ""Social behaviour and attitudes"", ""Media"", ""TRANSPORT AND TRAVEL"", ""Consumption and consumer behaviour"", ""Economic systems and development"", ""Economic conditions and indicators""] Persons 18 years old and older, who live in private households",V4_TOPIC_UNIVERSE
276,"[""Social behaviour and attitudes"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections""]",V4_TOPIC_UNIVERSE
277,"[""Business/industrial management and organisation"", ""Media""] Mannesmann-Belegschaft",V4_TOPIC_UNIVERSE
278,"[""International politics and organisations"", ""POLITICS"", ""Conflict, security and peace"", ""Political behaviour and attitudes"", ""Political ideology""] Population of the respective nationalities of the European Union Member States and other EU nationals, resident in each of the 27 Member States and aged 15 years and over",V4_TOPIC_UNIVERSE
279,"[""Employment"", ""Leisure, tourism and sport"", ""Reproductive health"", ""Specific diseases, disorders and medical conditions"", ""Family life and marriage"", ""Gender and gender roles""] In der gynäkologischen Poliklinik der Frauenklinik der Charité wurden nach Quoten sekundär und primär sterile Frauen im fertilen Alter ausgewählt, die seit mindestens einem Jahr in einer Partnerschaft leben und nicht an lebensbedrohlichen Krankheiten leiden.",V4_TOPIC_UNIVERSE
280,"[""LAW, CRIME AND LEGAL SYSTEMS"", ""Crime and law enforcement"", ""International politics and organisations""] Population of the respective nationalities of the European Union Member States, resident in each of the 28 Member States and aged 15 years and over",V4_TOPIC_UNIVERSE
281,"[""Media"", ""POLITICS"", ""Political behaviour and attitudes"", ""Government, political systems and organisations""] Persons aged 18 years and older in private households",V4_TOPIC_UNIVERSE
282,"[""university"", ""university policy"", ""digitalization"", ""artificial intelligence"", ""university research""] 427 Hochschulen (staatliche wie auch staatlich anerkannte private)",V4_TOPIC_UNIVERSE
283,"[""Conflict, security and peace"", ""International politics and organisations"", ""Political behaviour and attitudes""] Eligible voters in Germany",V4_TOPIC_UNIVERSE
284,"[""International politics and organisations"", ""Political behaviour and attitudes""] Journalists, elected politicians, representatives of teaching profession, representatives of civil society",V4_TOPIC_UNIVERSE
285,"[""Government, political systems and organisations"", ""Political behaviour and attitudes"", ""Political ideology""] German-speaking resident population aged 14 and over",V4_TOPIC_UNIVERSE
286,"[""parliamentary debate"", ""Croatia""]",V4_TOPIC_UNIVERSE
287,"[""Business/industrial management and organisation"", ""Economic systems and development""] Manager in kleinen und mittleren Betrieben",V4_TOPIC_UNIVERSE
288,"[""Community, urban and rural life""] Persons between the ages of 18-75 years.",V4_TOPIC_UNIVERSE
289,"[""HISTORY"", ""Income, property and investment/saving""]",V4_TOPIC_UNIVERSE
290,"[""Working conditions"", ""Occupational health""] Companies with five or more employees from both private and public organisations of all sectors of activity (including agriculture, forestry and fisheries (NACE A) in 36 European countries (EU Member States (EU28) plus Albania, Iceland, Macedonia (FYROM), Montenegro, Norway, Serbia, Switzerland and Turkey). Within each establishment the person who knows best about health and safety in the establishment was interviewed.",V4_TOPIC_UNIVERSE
291,"[""Diet and nutrition"", ""General health and well-being"", ""Medication and treatment"", ""Specific diseases, disorders and medical conditions""] Sample of schoolchildren of grades 6 to 10.",V4_TOPIC_UNIVERSE
292,"[""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections""] The population of the GLES tracking consists of citizens of the Federal Republic of Germany who were eligible to vote in elections to the German Bundestag at the time of the survey, i.e. German citizens who had reached the age of 18 at the time of the survey. Since the data was collected using computer-aided web interviews (CAWI), not all citizens who were eligible to participate also had a chance different from zero of being selected for the survey. The frame population therefore only includes active participants in the Online-Access-Panel operated by respondi AG who were German citizens and who had reached the age of 18 at the time the study was conducted.",V4_TOPIC_UNIVERSE
293,"[""Crime and law enforcement""] No specific information",V4_TOPIC_UNIVERSE
294,"[""mass media"", ""online media"", ""media consumption"", ""digital media"", ""methodology"", ""data preparation"", ""data bank""]",V4_TOPIC_UNIVERSE
295,"[""Community, urban and rural life"", ""Land use and planning""] Reports of the ´preparatory investigations´ according to the law to promote urban development in 955 areas in 769 municipalities of the Federal Republic.",V4_TOPIC_UNIVERSE
296,"[""Reproductive health"", ""Specific diseases, disorders and medical conditions"", ""Family life and marriage""] Schoolchildren and apprentices.",V4_TOPIC_UNIVERSE
297,"[""Social conditions and indicators"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections""] The residential population eligible to vote",V4_TOPIC_UNIVERSE
298,"[""Specific diseases, disorders and medical conditions"", ""MEDIA, COMMUNICATION AND LANGUAGE"", ""Working conditions"", ""Health care services and policies""] German-speaking resident population aged 14 and over",V4_TOPIC_UNIVERSE
299,"[""MEDIA, COMMUNICATION AND LANGUAGE"", ""Information technology""] Grundgesamtheit aus den Besitzern von Mobilfunktelefonen im Alter von 16 Jahren oder älter zusammen, die in der Bundesrepublik Deutschland leben und über ausreichende deutsche Sprachkenntnisse verfügen.",V4_TOPIC_UNIVERSE
300,"[""Migration"", ""Community, urban and rural life"", ""Government, political systems and organisations""] Deutsche Personen mit Hauptwohnsitz in Duisburg im Alter von 18 bis 75 Jahren aus der Einwohnermeldedatei",V4_TOPIC_UNIVERSE
301,"[""Employment"", ""Migration"", ""Cultural activities and participation"", ""Equality, inequality and social exclusion"", ""Economic conditions and indicators""] Sample of foreigners with residence permit (48%) of these 25% Soviet citizens, 22% Vietnamese, 16% Poles and 16% Hungarians.",V4_TOPIC_UNIVERSE
302,"[""Reproductive health""] Persons 16 - 50 years old",V4_TOPIC_UNIVERSE
303,"[""HISTORY""] Voters in the city of Kiel",V4_TOPIC_UNIVERSE
304,"[""Media""] Resident population of the GDR (TV registered participants)",V4_TOPIC_UNIVERSE
305,"[""Higher and further education"", ""Media"", ""International politics and organisations"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""SOCIAL STRATIFICATION AND GROUPINGS""] Egyptian students in Germany.",V4_TOPIC_UNIVERSE
306,"[""Economic conditions and indicators"", ""Information society"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Equality, inequality and social exclusion"", ""Cultural and national identity"", ""Social behaviour and attitudes"", ""Religion and values""] All residents (German and non-German) living in private households in the Federal Republic of Germany who were born before 1 January 2000.",V4_TOPIC_UNIVERSE
307,"[""Economic systems and development""] Population aged 15 years and over",V4_TOPIC_UNIVERSE
308,"[""Employment"", ""Cultural activities and participation"", ""Specific diseases, disorders and medical conditions"", ""Media"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Family life and marriage"", ""Youth""] 31 classes from 11 schools. Interviewed were schoolchildren in the 8th grade.",V4_TOPIC_UNIVERSE
309,"[""Employment"", ""Vocational education and training"", ""Higher and further education"", ""Social conditions and indicators"", ""Family life and marriage""] Students and of the school year 1969/70 in the 10th grade from 121 various classes at 68 high schools.",V4_TOPIC_UNIVERSE
310,"[""Government, political systems and organisations"", ""International politics and organisations"", ""Political behaviour and attitudes""] Persons aged 14 and over",V4_TOPIC_UNIVERSE
311,"[""Higher and further education"", ""Political behaviour and attitudes"", ""Government, political systems and organisations""] No information.",V4_TOPIC_UNIVERSE
312,"[""Medication and treatment"", ""Specific diseases, disorders and medical conditions""] Resident population with a primary residence in Rhineland-Palatinate with a landline connection",V4_TOPIC_UNIVERSE
313,"[""Community, urban and rural life"", ""Cultural activities and participation"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Housing""] Personen mit Hauptwohnsitz in Duisburg im Alter von 18 bis 75 Jahren",V4_TOPIC_UNIVERSE
314,"[""International politics and organisations"", ""Conflict, security and peace"", ""Government, political systems and organisations"", ""Economic systems and development""] Alter: 14 Jahre und älter",V4_TOPIC_UNIVERSE
315,"[""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections"", ""Economic systems and development""] German-speaking population aged 14 and over",V4_TOPIC_UNIVERSE
316,"[""Social behaviour and attitudes"", ""Crime and law enforcement"", ""International politics and organisations"", ""Conflict, security and peace"", ""Political behaviour and attitudes"", ""Government, political systems and organisations"", ""Elections"", ""Economic conditions and indicators"", ""Economic policy, public expenditure and revenue"", ""Economic systems and development""] Eligible voters living in private households with telephone",V4_TOPIC_UNIVERSE
317,"[""Consumption and consumer behaviour""] German-speaking persons 14 years old and older living in private households",V4_TOPIC_UNIVERSE
318,"[""Migration"", ""Physical fitness and exercise"", ""Specific diseases, disorders and medical conditions"", ""Government, political systems and organisations"", ""Political behaviour and attitudes"", ""Social welfare policy"", ""Specific social services: use and availability"", ""Employment""] Persons between 16 and 75 years of age who lived in private households at the time of recruitment.",V4_TOPIC_UNIVERSE
319,"[""Political behaviour and attitudes"", ""SOCIAL STRATIFICATION AND GROUPINGS"", ""Minorities"", ""Equality, inequality and social exclusion"", ""Cultural and national identity""] Deutschsprechende Personen ab 16 Jahen in Telefonhaushalten",V4_TOPIC_UNIVERSE
320,"[""Social conditions and indicators"", ""Youth""] Adults between the ages of 45 to 54 years",V4_TOPIC_UNIVERSE
321,"[""affectedness"", ""epidemic"", ""comparison"", ""reference group"", ""social status"", ""satisfaction with life""]",V4_TOPIC_UNIVERSE
322,"[""Working conditions"", ""Vocational education and training"", ""Occupational health""] Sample of vocational students in the second or third training year from altogether 18 occupational groups in 171 subject classes at 27 vocational schools in Hesse.",V4_TOPIC_UNIVERSE
323,"[""Employment"", ""TRADE, INDUSTRY AND MARKETS""] Shoemakers",V4_TOPIC_UNIVERSE
324,"[""Employment"", ""Leisure, tourism and sport"", ""Community, urban and rural life"", ""Housing""] Residents 18 years old and older in selected residential areas.",V4_TOPIC_UNIVERSE
325,"[""Religion and values""] Persons aged 18 years and older Exception: Indonesia and Malawi (17 years and older); (Only adult citizens of the country, exception: Singapore: Adults of any nationality residing in the country)",V4_TOPIC_UNIVERSE
326,"[""Media""] Alter: Ab dem 15. Lebensjahr",V4_TOPIC_UNIVERSE
327,"[""Data management"", ""Knowledge transfer"", ""Research collaboration"", ""research documentation"", ""data access"", ""data documentation"", ""data storage"", ""democracy""] Sozialwissenschaftler:innen",V4_TOPIC_UNIVERSE
328,"[""Business/industrial management and organisation""] Mittelständische Unternehmen in den Regierungsbezirken Arnsberg, Detmold, Münster, Düsseldorf, Köln, Koblenz und Trier",V4_TOPIC_UNIVERSE
329,"[""Compulsory and pre-school education"", ""Children""] School beginners and their mothers in two schools in downtown Giessen.",V4_TOPIC_UNIVERSE
330,"[""digitalization"", ""telecommuting"", ""workaholism"", ""job performance""] Beschäftigte im Alter zwischen 15 und 65 Jahren, die häufig oder manchmal mit Computern arbeiten.",V4_TOPIC_UNIVERSE
331,"[""MEDIA, COMMUNICATION AND LANGUAGE"", ""SOCIAL STRATIFICATION AND GROUPINGS""] Age: 16 and older.",V4_TOPIC_UNIVERSE
