query_id,query_variant,source_dataset_id,source_title,query_text,query_topics,query_countries,query_time_collection_years,relevant_dataset_id,relevant_title,relevant_topic,relevant_country,relevant_time_collection_years
64,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA0977,The Death Penalty (1978),Can you find GESIS datasets about Crime and law enforcement in Germany during the 1970s?,"[""Crime and law enforcement""]","[""Germany""]","[""1978"", ""1978""]",ZA0977,The Death Penalty (1978),,"[""Germany""]",
65,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA6350,Social Situation and Political Orientations of the Jena  Populace before the Municipal Election in May 1990,"Can you find GESIS datasets about Community, urban and rural life in German Democratic Republic (1949-1990) during the 1990s?","[""Community, urban and rural life""]","[""German Democratic Republic (1949-1990)""]","[""1990"", ""1990""]",ZA6350,Social Situation and Political Orientations of the Jena  Populace before the Municipal Election in May 1990,,,
66,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA6350,Social Situation and Political Orientations of the Jena  Populace before the Municipal Election in May 1990,Can you find GESIS datasets about Political behaviour and attitudes in German Democratic Republic (1949-1990) during the 1990s?,"[""Political behaviour and attitudes""]","[""German Democratic Republic (1949-1990)""]","[""1990"", ""1990""]",ZA6350,Social Situation and Political Orientations of the Jena  Populace before the Municipal Election in May 1990,,,
67,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA6350,Social Situation and Political Orientations of the Jena  Populace before the Municipal Election in May 1990,"Can you find GESIS datasets about Government, political systems and organisations in German Democratic Republic (1949-1990) during the 1990s?","[""Government, political systems and organisations""]","[""German Democratic Republic (1949-1990)""]","[""1990"", ""1990""]",ZA6350,Social Situation and Political Orientations of the Jena  Populace before the Municipal Election in May 1990,,,
68,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA6350,Social Situation and Political Orientations of the Jena  Populace before the Municipal Election in May 1990,Can you find GESIS datasets about Elections in German Democratic Republic (1949-1990) during the 1990s?,"[""Elections""]","[""German Democratic Republic (1949-1990)""]","[""1990"", ""1990""]",ZA6350,Social Situation and Political Orientations of the Jena  Populace before the Municipal Election in May 1990,,,
69,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA0241,Decatur Study (Personal Influence),"Can you find GESIS datasets about MEDIA, COMMUNICATION AND LANGUAGE in Illinois during the 1940s?","[""MEDIA, COMMUNICATION AND LANGUAGE""]","[""Illinois""]","[""1945"", ""1945""]",ZA0241,Decatur Study (Personal Influence),,,
70,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA0241,Decatur Study (Personal Influence),Can you find GESIS datasets about SOCIAL STRATIFICATION AND GROUPINGS in Illinois during the 1940s?,"[""SOCIAL STRATIFICATION AND GROUPINGS""]","[""Illinois""]","[""1945"", ""1945""]",ZA0241,Decatur Study (Personal Influence),,,
71,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA1635,Cologne Study (Reader Analysis of the Koelner Stadt-Anzeiger),"Can you find GESIS datasets about Leisure, tourism and sport in North Rhine-Westphalia during the 1980s?","[""Leisure, tourism and sport""]","[""North Rhine-Westphalia""]","[""1986"", ""1986""]",ZA1635,Cologne Study (Reader Analysis of the Koelner Stadt-Anzeiger),,,
72,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA1635,Cologne Study (Reader Analysis of the Koelner Stadt-Anzeiger),"Can you find GESIS datasets about Community, urban and rural life in North Rhine-Westphalia during the 1980s?","[""Community, urban and rural life""]","[""North Rhine-Westphalia""]","[""1986"", ""1986""]",ZA1635,Cologne Study (Reader Analysis of the Koelner Stadt-Anzeiger),,,
73,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA1635,Cologne Study (Reader Analysis of the Koelner Stadt-Anzeiger),Can you find GESIS datasets about TRANSPORT AND TRAVEL in North Rhine-Westphalia during the 1980s?,"[""TRANSPORT AND TRAVEL""]","[""North Rhine-Westphalia""]","[""1986"", ""1986""]",ZA1635,Cologne Study (Reader Analysis of the Koelner Stadt-Anzeiger),,,
74,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA1635,Cologne Study (Reader Analysis of the Koelner Stadt-Anzeiger),Can you find GESIS datasets about Consumption and consumer behaviour in North Rhine-Westphalia during the 1980s?,"[""Consumption and consumer behaviour""]","[""North Rhine-Westphalia""]","[""1986"", ""1986""]",ZA1635,Cologne Study (Reader Analysis of the Koelner Stadt-Anzeiger),,,
75,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA8874,Learning Progression Analytics - Analysing and Promoting Learning Progressions to Develop Skills (LPA-AFLEK),Can you find GESIS datasets about Compulsory and pre-school education in Schleswig-Holstein during the 2020s?,"[""Compulsory and pre-school education""]","[""Schleswig-Holstein""]","[""2021"", ""2023""]",ZA8874,Learning Progression Analytics - Analysing and Promoting Learning Progressions to Develop Skills (LPA-AFLEK),,,
76,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA7652,Trend Questions Corona (Week 13/2020),"Can you find GESIS datasets about Specific diseases, disorders and medical conditions in Germany during the 2020s?","[""Specific diseases, disorders and medical conditions""]","[""Germany""]","[""2020"", ""2020""]",ZA7652,Trend Questions Corona (Week 13/2020),,"[""Germany""]",
77,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA7652,Trend Questions Corona (Week 13/2020),"Can you find GESIS datasets about MEDIA, COMMUNICATION AND LANGUAGE in Germany during the 2020s?","[""MEDIA, COMMUNICATION AND LANGUAGE""]","[""Germany""]","[""2020"", ""2020""]",ZA7652,Trend Questions Corona (Week 13/2020),,"[""Germany""]",
78,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA7652,Trend Questions Corona (Week 13/2020),Can you find GESIS datasets about Working conditions in Germany during the 2020s?,"[""Working conditions""]","[""Germany""]","[""2020"", ""2020""]",ZA7652,Trend Questions Corona (Week 13/2020),,"[""Germany""]",
79,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA7652,Trend Questions Corona (Week 13/2020),Can you find GESIS datasets about Health care services and policies in Germany during the 2020s?,"[""Health care services and policies""]","[""Germany""]","[""2020"", ""2020""]",ZA7652,Trend Questions Corona (Week 13/2020),,"[""Germany""]",
80,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA1157,Preparatory Investigation according to the Law to Promote Urban  Development (Municipality Data),"Can you find GESIS datasets about Community, urban and rural life in Germany during the 1960s?","[""Community, urban and rural life""]","[""Germany""]","[""1968"", ""1968""]",ZA1157,Preparatory Investigation according to the Law to Promote Urban  Development (Municipality Data),,"[""Germany""]",
81,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA1157,Preparatory Investigation according to the Law to Promote Urban  Development (Municipality Data),Can you find GESIS datasets about Land use and planning in Germany during the 1960s?,"[""Land use and planning""]","[""Germany""]","[""1968"", ""1968""]",ZA1157,Preparatory Investigation according to the Law to Promote Urban  Development (Municipality Data),,"[""Germany""]",
82,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA7759,"German Internet Panel, Wave 51 (January 2021)",Can you find GESIS datasets about Migration in Germany during the 2020s?,"[""Migration""]","[""Germany""]","[""2021"", ""2021""]",ZA7759,"German Internet Panel, Wave 51 (January 2021)",,"[""Germany""]",
83,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA7759,"German Internet Panel, Wave 51 (January 2021)",Can you find GESIS datasets about Physical fitness and exercise in Germany during the 2020s?,"[""Physical fitness and exercise""]","[""Germany""]","[""2021"", ""2021""]",ZA7759,"German Internet Panel, Wave 51 (January 2021)",,"[""Germany""]",
84,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA7759,"German Internet Panel, Wave 51 (January 2021)","Can you find GESIS datasets about Government, political systems and organisations in Germany during the 2020s?","[""Government, political systems and organisations""]","[""Germany""]","[""2021"", ""2021""]",ZA7759,"German Internet Panel, Wave 51 (January 2021)",,"[""Germany""]",
85,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA7759,"German Internet Panel, Wave 51 (January 2021)",Can you find GESIS datasets about Political behaviour and attitudes in Germany during the 2020s?,"[""Political behaviour and attitudes""]","[""Germany""]","[""2021"", ""2021""]",ZA7759,"German Internet Panel, Wave 51 (January 2021)",,"[""Germany""]",
86,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA7759,"German Internet Panel, Wave 51 (January 2021)",Can you find GESIS datasets about Social welfare policy in Germany during the 2020s?,"[""Social welfare policy""]","[""Germany""]","[""2021"", ""2021""]",ZA7759,"German Internet Panel, Wave 51 (January 2021)",,"[""Germany""]",
87,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA7759,"German Internet Panel, Wave 51 (January 2021)",Can you find GESIS datasets about Specific social services: use and availability in Germany during the 2020s?,"[""Specific social services: use and availability""]","[""Germany""]","[""2021"", ""2021""]",ZA7759,"German Internet Panel, Wave 51 (January 2021)",,"[""Germany""]",
88,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA7759,"German Internet Panel, Wave 51 (January 2021)",Can you find GESIS datasets about Employment in Germany during the 2020s?,"[""Employment""]","[""Germany""]","[""2021"", ""2021""]",ZA7759,"German Internet Panel, Wave 51 (January 2021)",,"[""Germany""]",
89,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA3300,Forsa-Bus 1992,Can you find GESIS datasets about Economic systems and development in Germany during the 1990s?,"[""Economic systems and development""]","[""Germany""]","[""1992"", ""1992""]",ZA3300,Forsa-Bus 1992,,"[""Germany""]",
90,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA8870,Flash Eurobarometer 550 (EU Challenges and Priorities),"Can you find GESIS datasets about International politics and organisations in Belgium, Bulgaria, Czech Republic, Denmark, Germany, Estonia, Ireland, Greece, Spain, France, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Hungary, Malta, Netherlands, Austria, Poland, Portugal, Romania, Slovenia, Slovakia, Finland, Sweden, and Croatia during the 2020s?","[""International politics and organisations""]","[""Belgium"", ""Bulgaria"", ""Czech Republic"", ""Denmark"", ""Germany"", ""Estonia"", ""Ireland"", ""Greece"", ""Spain"", ""France"", ""Italy"", ""Cyprus"", ""Latvia"", ""Lithuania"", ""Luxembourg"", ""Hungary"", ""Malta"", ""Netherlands"", ""Austria"", ""Poland"", ""Portugal"", ""Romania"", ""Slovenia"", ""Slovakia"", ""Finland"", ""Sweden"", ""Croatia""]","[""2024"", ""2024""]",ZA8870,Flash Eurobarometer 550 (EU Challenges and Priorities),,"[""Belgium"", ""Bulgaria"", ""Czech Republic"", ""Denmark"", ""Germany"", ""Estonia"", ""Ireland"", ""Greece"", ""Spain"", ""France"", ""Italy"", ""Cyprus"", ""Latvia"", ""Lithuania"", ""Luxembourg"", ""Hungary"", ""Malta"", ""Netherlands"", ""Austria"", ""Poland"", ""Portugal"", ""Romania"", ""Slovenia"", ""Slovakia"", ""Finland"", ""Sweden"", ""Croatia""]",
91,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA8870,Flash Eurobarometer 550 (EU Challenges and Priorities),"Can you find GESIS datasets about POLITICS in Belgium, Bulgaria, Czech Republic, Denmark, Germany, Estonia, Ireland, Greece, Spain, France, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Hungary, Malta, Netherlands, Austria, Poland, Portugal, Romania, Slovenia, Slovakia, Finland, Sweden, and Croatia during the 2020s?","[""POLITICS""]","[""Belgium"", ""Bulgaria"", ""Czech Republic"", ""Denmark"", ""Germany"", ""Estonia"", ""Ireland"", ""Greece"", ""Spain"", ""France"", ""Italy"", ""Cyprus"", ""Latvia"", ""Lithuania"", ""Luxembourg"", ""Hungary"", ""Malta"", ""Netherlands"", ""Austria"", ""Poland"", ""Portugal"", ""Romania"", ""Slovenia"", ""Slovakia"", ""Finland"", ""Sweden"", ""Croatia""]","[""2024"", ""2024""]",ZA8870,Flash Eurobarometer 550 (EU Challenges and Priorities),,"[""Belgium"", ""Bulgaria"", ""Czech Republic"", ""Denmark"", ""Germany"", ""Estonia"", ""Ireland"", ""Greece"", ""Spain"", ""France"", ""Italy"", ""Cyprus"", ""Latvia"", ""Lithuania"", ""Luxembourg"", ""Hungary"", ""Malta"", ""Netherlands"", ""Austria"", ""Poland"", ""Portugal"", ""Romania"", ""Slovenia"", ""Slovakia"", ""Finland"", ""Sweden"", ""Croatia""]",
92,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA8870,Flash Eurobarometer 550 (EU Challenges and Priorities),"Can you find GESIS datasets about Conflict, security and peace in Belgium, Bulgaria, Czech Republic, Denmark, Germany, Estonia, Ireland, Greece, Spain, France, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Hungary, Malta, Netherlands, Austria, Poland, Portugal, Romania, Slovenia, Slovakia, Finland, Sweden, and Croatia during the 2020s?","[""Conflict, security and peace""]","[""Belgium"", ""Bulgaria"", ""Czech Republic"", ""Denmark"", ""Germany"", ""Estonia"", ""Ireland"", ""Greece"", ""Spain"", ""France"", ""Italy"", ""Cyprus"", ""Latvia"", ""Lithuania"", ""Luxembourg"", ""Hungary"", ""Malta"", ""Netherlands"", ""Austria"", ""Poland"", ""Portugal"", ""Romania"", ""Slovenia"", ""Slovakia"", ""Finland"", ""Sweden"", ""Croatia""]","[""2024"", ""2024""]",ZA8870,Flash Eurobarometer 550 (EU Challenges and Priorities),,"[""Belgium"", ""Bulgaria"", ""Czech Republic"", ""Denmark"", ""Germany"", ""Estonia"", ""Ireland"", ""Greece"", ""Spain"", ""France"", ""Italy"", ""Cyprus"", ""Latvia"", ""Lithuania"", ""Luxembourg"", ""Hungary"", ""Malta"", ""Netherlands"", ""Austria"", ""Poland"", ""Portugal"", ""Romania"", ""Slovenia"", ""Slovakia"", ""Finland"", ""Sweden"", ""Croatia""]",
93,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA8870,Flash Eurobarometer 550 (EU Challenges and Priorities),"Can you find GESIS datasets about Political behaviour and attitudes in Belgium, Bulgaria, Czech Republic, Denmark, Germany, Estonia, Ireland, Greece, Spain, France, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Hungary, Malta, Netherlands, Austria, Poland, Portugal, Romania, Slovenia, Slovakia, Finland, Sweden, and Croatia during the 2020s?","[""Political behaviour and attitudes""]","[""Belgium"", ""Bulgaria"", ""Czech Republic"", ""Denmark"", ""Germany"", ""Estonia"", ""Ireland"", ""Greece"", ""Spain"", ""France"", ""Italy"", ""Cyprus"", ""Latvia"", ""Lithuania"", ""Luxembourg"", ""Hungary"", ""Malta"", ""Netherlands"", ""Austria"", ""Poland"", ""Portugal"", ""Romania"", ""Slovenia"", ""Slovakia"", ""Finland"", ""Sweden"", ""Croatia""]","[""2024"", ""2024""]",ZA8870,Flash Eurobarometer 550 (EU Challenges and Priorities),,"[""Belgium"", ""Bulgaria"", ""Czech Republic"", ""Denmark"", ""Germany"", ""Estonia"", ""Ireland"", ""Greece"", ""Spain"", ""France"", ""Italy"", ""Cyprus"", ""Latvia"", ""Lithuania"", ""Luxembourg"", ""Hungary"", ""Malta"", ""Netherlands"", ""Austria"", ""Poland"", ""Portugal"", ""Romania"", ""Slovenia"", ""Slovakia"", ""Finland"", ""Sweden"", ""Croatia""]",
94,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA8870,Flash Eurobarometer 550 (EU Challenges and Priorities),"Can you find GESIS datasets about Political ideology in Belgium, Bulgaria, Czech Republic, Denmark, Germany, Estonia, Ireland, Greece, Spain, France, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Hungary, Malta, Netherlands, Austria, Poland, Portugal, Romania, Slovenia, Slovakia, Finland, Sweden, and Croatia during the 2020s?","[""Political ideology""]","[""Belgium"", ""Bulgaria"", ""Czech Republic"", ""Denmark"", ""Germany"", ""Estonia"", ""Ireland"", ""Greece"", ""Spain"", ""France"", ""Italy"", ""Cyprus"", ""Latvia"", ""Lithuania"", ""Luxembourg"", ""Hungary"", ""Malta"", ""Netherlands"", ""Austria"", ""Poland"", ""Portugal"", ""Romania"", ""Slovenia"", ""Slovakia"", ""Finland"", ""Sweden"", ""Croatia""]","[""2024"", ""2024""]",ZA8870,Flash Eurobarometer 550 (EU Challenges and Priorities),,"[""Belgium"", ""Bulgaria"", ""Czech Republic"", ""Denmark"", ""Germany"", ""Estonia"", ""Ireland"", ""Greece"", ""Spain"", ""France"", ""Italy"", ""Cyprus"", ""Latvia"", ""Lithuania"", ""Luxembourg"", ""Hungary"", ""Malta"", ""Netherlands"", ""Austria"", ""Poland"", ""Portugal"", ""Romania"", ""Slovenia"", ""Slovakia"", ""Finland"", ""Sweden"", ""Croatia""]",
95,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA2326,Situation Report Medium-Sized Companies 1991/20,Can you find GESIS datasets about Business/industrial management and organisation in Rhineland-Palatinate and North Rhine-Westphalia during the 1990s?,"[""Business/industrial management and organisation""]","[""Rhineland-Palatinate"", ""North Rhine-Westphalia""]","[""1992"", ""1992""]",ZA2326,Situation Report Medium-Sized Companies 1991/20,,,
96,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA4914,Spring Study 1998,Can you find GESIS datasets about Social behaviour and attitudes in Germany during the 1990s?,"[""Social behaviour and attitudes""]","[""Germany""]","[""1998"", ""1998""]",ZA4914,Spring Study 1998,,"[""Germany""]",
97,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA8996,The Berlin Pulse - German Foreign Policy 2024,"Can you find GESIS datasets about Conflict, security and peace in Germany during the 2020s?","[""Conflict, security and peace""]","[""Germany""]","[""2024"", ""2024""]",ZA8996,The Berlin Pulse - German Foreign Policy 2024,,"[""Germany""]",
98,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA8996,The Berlin Pulse - German Foreign Policy 2024,Can you find GESIS datasets about International politics and organisations in Germany during the 2020s?,"[""International politics and organisations""]","[""Germany""]","[""2024"", ""2024""]",ZA8996,The Berlin Pulse - German Foreign Policy 2024,,"[""Germany""]",
99,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA1376,Youth Industrial Health and Safety in Practice in Hesse from the Perspective of Young People,Can you find GESIS datasets about Working conditions in Hesse during the 1980s?,"[""Working conditions""]","[""Hesse""]","[""1983"", ""1984""]",ZA1376,Youth Industrial Health and Safety in Practice in Hesse from the Perspective of Young People,,,
100,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA1376,Youth Industrial Health and Safety in Practice in Hesse from the Perspective of Young People,Can you find GESIS datasets about Vocational education and training in Hesse during the 1980s?,"[""Vocational education and training""]","[""Hesse""]","[""1983"", ""1984""]",ZA1376,Youth Industrial Health and Safety in Practice in Hesse from the Perspective of Young People,,,
101,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA1376,Youth Industrial Health and Safety in Practice in Hesse from the Perspective of Young People,Can you find GESIS datasets about Occupational health in Hesse during the 1980s?,"[""Occupational health""]","[""Hesse""]","[""1983"", ""1984""]",ZA1376,Youth Industrial Health and Safety in Practice in Hesse from the Perspective of Young People,,,
102,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA7746,"German Business Panel, Covid-19 Survey (2020/2021). Data file for on-site use",Can you find GESIS datasets about Economic conditions and indicators in Germany during the 2020s?,"[""Economic conditions and indicators""]","[""Germany""]","[""2020"", ""2021""]",ZA7746,"German Business Panel, Covid-19 Survey (2020/2021). Data file for on-site use",,"[""Germany""]",
103,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA7746,"German Business Panel, Covid-19 Survey (2020/2021). Data file for on-site use","Can you find GESIS datasets about Economic policy, public expenditure and revenue in Germany during the 2020s?","[""Economic policy, public expenditure and revenue""]","[""Germany""]","[""2020"", ""2021""]",ZA7746,"German Business Panel, Covid-19 Survey (2020/2021). Data file for on-site use",,"[""Germany""]",
104,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA7746,"German Business Panel, Covid-19 Survey (2020/2021). Data file for on-site use","Can you find GESIS datasets about TRADE, INDUSTRY AND MARKETS in Germany during the 2020s?","[""TRADE, INDUSTRY AND MARKETS""]","[""Germany""]","[""2020"", ""2021""]",ZA7746,"German Business Panel, Covid-19 Survey (2020/2021). Data file for on-site use",,"[""Germany""]",
105,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA7746,"German Business Panel, Covid-19 Survey (2020/2021). Data file for on-site use",Can you find GESIS datasets about Business/industrial management and organisation in Germany during the 2020s?,"[""Business/industrial management and organisation""]","[""Germany""]","[""2020"", ""2021""]",ZA7746,"German Business Panel, Covid-19 Survey (2020/2021). Data file for on-site use",,"[""Germany""]",
106,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA8614,histat - data compilation online: Wages and Salaries (Indices) in Germany 1913/14 - 2006,Can you find GESIS datasets about HISTORY in Germany during the 1910s and 1920s and 1930s and 1940s and 1950s and 1960s and 1970s and 1980s and 1990s and 2000s?,"[""HISTORY""]","[""Germany""]","[""1913"", ""2006""]",ZA8614,histat - data compilation online: Wages and Salaries (Indices) in Germany 1913/14 - 2006,,"[""Germany""]",
107,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA8614,histat - data compilation online: Wages and Salaries (Indices) in Germany 1913/14 - 2006,"Can you find GESIS datasets about Income, property and investment/saving in Germany during the 1910s and 1920s and 1930s and 1940s and 1950s and 1960s and 1970s and 1980s and 1990s and 2000s?","[""Income, property and investment/saving""]","[""Germany""]","[""1913"", ""2006""]",ZA8614,histat - data compilation online: Wages and Salaries (Indices) in Germany 1913/14 - 2006,,"[""Germany""]",
108,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA4456,Flash Eurobarometer 197 (Satisfaction with EC Representations in 11 Member States),"Can you find GESIS datasets about International politics and organisations in Denmark, Germany, Spain, France, Ireland, Italy, Portugal, United Kingdom, Estonia, Hungary, and Slovenia during the 2000s?","[""International politics and organisations""]","[""Denmark"", ""Germany"", ""Spain"", ""France"", ""Ireland"", ""Italy"", ""Portugal"", ""United Kingdom"", ""Estonia"", ""Hungary"", ""Slovenia""]","[""2006"", ""2006""]",ZA4456,Flash Eurobarometer 197 (Satisfaction with EC Representations in 11 Member States),,"[""Denmark"", ""Germany"", ""Spain"", ""France"", ""Ireland"", ""Italy"", ""Portugal"", ""United Kingdom"", ""Estonia"", ""Hungary"", ""Slovenia""]",
109,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA4456,Flash Eurobarometer 197 (Satisfaction with EC Representations in 11 Member States),"Can you find GESIS datasets about Political behaviour and attitudes in Denmark, Germany, Spain, France, Ireland, Italy, Portugal, United Kingdom, Estonia, Hungary, and Slovenia during the 2000s?","[""Political behaviour and attitudes""]","[""Denmark"", ""Germany"", ""Spain"", ""France"", ""Ireland"", ""Italy"", ""Portugal"", ""United Kingdom"", ""Estonia"", ""Hungary"", ""Slovenia""]","[""2006"", ""2006""]",ZA4456,Flash Eurobarometer 197 (Satisfaction with EC Representations in 11 Member States),,"[""Denmark"", ""Germany"", ""Spain"", ""France"", ""Ireland"", ""Italy"", ""Portugal"", ""United Kingdom"", ""Estonia"", ""Hungary"", ""Slovenia""]",
110,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA5273,German General Social Survey - ALLBUScompact 2018,Can you find GESIS datasets about Economic conditions and indicators in Germany during the 2010s?,"[""Economic conditions and indicators""]","[""Germany""]","[""2018"", ""2018""]",ZA5273,German General Social Survey - ALLBUScompact 2018,,"[""Germany""]",
111,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA5273,German General Social Survey - ALLBUScompact 2018,Can you find GESIS datasets about Information society in Germany during the 2010s?,"[""Information society""]","[""Germany""]","[""2018"", ""2018""]",ZA5273,German General Social Survey - ALLBUScompact 2018,,"[""Germany""]",
112,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA5273,German General Social Survey - ALLBUScompact 2018,"Can you find GESIS datasets about Equality, inequality and social exclusion in Germany during the 2010s?","[""Equality, inequality and social exclusion""]","[""Germany""]","[""2018"", ""2018""]",ZA5273,German General Social Survey - ALLBUScompact 2018,,"[""Germany""]",
113,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA5273,German General Social Survey - ALLBUScompact 2018,Can you find GESIS datasets about Cultural and national identity in Germany during the 2010s?,"[""Cultural and national identity""]","[""Germany""]","[""2018"", ""2018""]",ZA5273,German General Social Survey - ALLBUScompact 2018,,"[""Germany""]",
114,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA5273,German General Social Survey - ALLBUScompact 2018,Can you find GESIS datasets about Religion and values in Germany during the 2010s?,"[""Religion and values""]","[""Germany""]","[""2018"", ""2018""]",ZA5273,German General Social Survey - ALLBUScompact 2018,,"[""Germany""]",
115,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA6342,Foreigners in Eastern Germany 1990,Can you find GESIS datasets about Employment in German Democratic Republic (1949-1990) during the 1990s?,"[""Employment""]","[""German Democratic Republic (1949-1990)""]","[""1990"", ""1990""]",ZA6342,Foreigners in Eastern Germany 1990,,,
116,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA6342,Foreigners in Eastern Germany 1990,Can you find GESIS datasets about Migration in German Democratic Republic (1949-1990) during the 1990s?,"[""Migration""]","[""German Democratic Republic (1949-1990)""]","[""1990"", ""1990""]",ZA6342,Foreigners in Eastern Germany 1990,,,
117,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA6342,Foreigners in Eastern Germany 1990,Can you find GESIS datasets about Cultural activities and participation in German Democratic Republic (1949-1990) during the 1990s?,"[""Cultural activities and participation""]","[""German Democratic Republic (1949-1990)""]","[""1990"", ""1990""]",ZA6342,Foreigners in Eastern Germany 1990,,,
118,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA6342,Foreigners in Eastern Germany 1990,"Can you find GESIS datasets about Equality, inequality and social exclusion in German Democratic Republic (1949-1990) during the 1990s?","[""Equality, inequality and social exclusion""]","[""German Democratic Republic (1949-1990)""]","[""1990"", ""1990""]",ZA6342,Foreigners in Eastern Germany 1990,,,
119,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,ZA6342,Foreigners in Eastern Germany 1990,Can you find GESIS datasets about Economic conditions and indicators in German Democratic Republic (1949-1990) during the 1990s?,"[""Economic conditions and indicators""]","[""German Democratic Republic (1949-1990)""]","[""1990"", ""1990""]",ZA6342,Foreigners in Eastern Germany 1990,,,
120,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,SDN-10.7802-2822,Monitor Digitalisierung 360° - WiSe 2023/24,Can you find GESIS datasets about university in Germany during the 2020s?,"[""university""]","[""Germany""]","[""2023"", ""2024""]",SDN-10.7802-2822,Monitor Digitalisierung 360° - WiSe 2023/24,"[""university"", ""university policy"", ""digitalization"", ""artificial intelligence"", ""university research""]","[""Germany""]","[""2023"", ""2024""]"
121,V2_TOPIC_COUNTRY_TIME_SINGLE_TOPIC,SDN-10.7802-2822,Monitor Digitalisierung 360° - WiSe 2023/24,Can you find GESIS datasets about university policy in Germany during the 2020s?,"[""university policy""]","[""Germany""]","[""2023"", ""2024""]",SDN-10.7802-2822,Monitor Digitalisierung 360° - WiSe 2023/24,"[""university"", ""university policy"", ""digitalization"", ""artificial intelligence"", ""university research""]","[""Germany""]","[""2023"", ""2024""]"
